"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36067004302, NY","36067004302","=""36067004302""","1.42"
"36067005000, NY","36067005000","=""36067005000""","22.43"
"36119009200, NY","36119009200","=""36119009200""","22.62"
"36059519400, NY","36059519400","=""36059519400""","18.56"
"36059410200, NY","36059410200","=""36059410200""","21.52"
"36093020101, NY","36093020101","=""36093020101""","17.04"
"36059410800, NY","36059410800","=""36059410800""","20.23"
"36071001100, NY","36071001100","=""36071001100""","21.99"
"36103158506, NY","36103158506","=""36103158506""","24.70"
"36093020800, NY","36093020800","=""36093020800""","21.57"
"36059412700, NY","36059412700","=""36059412700""","27.47"
"36029008600, NY","36029008600","=""36029008600""","18.80"
"36047031400, NY","36047031400","=""36047031400""","15.78"
"36081017100, NY","36081017100","=""36081017100""","N/A"
"36119002202, NY","36119002202","=""36119002202""","14.09"
"36029016600, NY","36029016600","=""36029016600""","20.06"
"36059303000, NY","36059303000","=""36059303000""","21.94"
"36063023100, NY","36063023100","=""36063023100""","21.13"
"36059405500, NY","36059405500","=""36059405500""","21.66"
"36029005100, NY","36029005100","=""36029005100""","15.68"
"36047070201, NY","36047070201","=""36047070201""","23.27"
"36059416802, NY","36059416802","=""36059416802""","10.66"
"36119000701, NY","36119000701","=""36119000701""","16.11"
"36029002800, NY","36029002800","=""36029002800""","28.58"
"36059410300, NY","36059410300","=""36059410300""","23.07"
"36001001902, NY","36001001902","=""36001001902""","16.16"
"36029001700, NY","36029001700","=""36029001700""","21.82"
"36081157101, NY","36081157101","=""36081157101""","20.39"
"36029000600, NY","36029000600","=""36029000600""","20.87"
"36059412301, NY","36059412301","=""36059412301""","18.96"
"36047004400, NY","36047004400","=""36047004400""","18.42"
"36119007401, NY","36119007401","=""36119007401""","24.07"
"36103122704, NY","36103122704","=""36103122704""","18.44"
"36057070600, NY","36057070600","=""36057070600""","22.03"
"36085012804, NY","36085012804","=""36085012804""","22.70"
"36047102800, NY","36047102800","=""36047102800""","19.39"
"36019101300, NY","36019101300","=""36019101300""","9.27"
"36029009302, NY","36029009302","=""36029009302""","18.85"
"36093021200, NY","36093021200","=""36093021200""","19.45"
"36065026500, NY","36065026500","=""36065026500""","0.68"
"36119005300, NY","36119005300","=""36119005300""","24.04"
"36029011000, NY","36029011000","=""36029011000""","20.06"
"36059981100, NY","36059981100","=""36059981100""","3.11"
"36059414303, NY","36059414303","=""36059414303""","19.43"
"36067003500, NY","36067003500","=""36067003500""","25.93"
"36065021302, NY","36065021302","=""36065021302""","23.17"
"36005027402, NY","36005027402","=""36005027402""","12.98"
"36103111201, NY","36103111201","=""36103111201""","25.67"
"36091061303, NY","36091061303","=""36091061303""","0.00"
"36015000600, NY","36015000600","=""36015000600""","22.26"
"36103124102, NY","36103124102","=""36103124102""","17.19"
"36103146704, NY","36103146704","=""36103146704""","23.57"
"36027220201, NY","36027220201","=""36027220201""","21.09"
"36029004900, NY","36029004900","=""36029004900""","9.10"
"36029010201, NY","36029010201","=""36029010201""","17.54"
"36059416702, NY","36059416702","=""36059416702""","12.07"
"36029011100, NY","36029011100","=""36029011100""","21.11"
"36067003601, NY","36067003601","=""36067003601""","26.03"
"36059518502, NY","36059518502","=""36059518502""","22.60"
"36119001504, NY","36119001504","=""36119001504""","23.07"
"36081100802, NY","36081100802","=""36081100802""","31.56"
"36071001200, NY","36071001200","=""36071001200""","30.49"
"36059416401, NY","36059416401","=""36059416401""","12.31"
"36085004000, NY","36085004000","=""36085004000""","24.70"
"36067000200, NY","36067000200","=""36067000200""","28.70"
"36029002502, NY","36029002502","=""36029002502""","23.28"
"36059407102, NY","36059407102","=""36059407102""","24.00"
"36081006202, NY","36081006202","=""36081006202""","25.28"
"36029003700, NY","36029003700","=""36029003700""","33.81"
"36059415101, NY","36059415101","=""36059415101""","20.21"
"36005040900, NY","36005040900","=""36005040900""","17.58"
"36085025100, NY","36085025100","=""36085025100""","12.72"
"36055009301, NY","36055009301","=""36055009301""","30.63"
"36029008700, NY","36029008700","=""36029008700""","17.21"
"36119000801, NY","36119000801","=""36119000801""","22.85"
"36029000800, NY","36029000800","=""36029000800""","19.83"
"36029001402, NY","36029001402","=""36029001402""","20.39"
"36081094202, NY","36081094202","=""36081094202""","31.77"
"36059404400, NY","36059404400","=""36059404400""","25.03"
"36029004100, NY","36029004100","=""36029004100""","26.92"
"36085000700, NY","36085000700","=""36085000700""","30.31"
"36059416202, NY","36059416202","=""36059416202""","17.86"
"36063023001, NY","36063023001","=""36063023001""","22.63"
"36119008404, NY","36119008404","=""36119008404""","23.07"
"36029000700, NY","36029000700","=""36029000700""","20.24"
"36029010500, NY","36029010500","=""36029010500""","22.01"
"36119001503, NY","36119001503","=""36119001503""","21.10"
"36055002100, NY","36055002100","=""36055002100""","31.32"
"36103111401, NY","36103111401","=""36103111401""","16.45"
"36061027500, NY","36061027500","=""36061027500""","17.18"
"36061006200, NY","36061006200","=""36061006200""","7.95"
"36083040900, NY","36083040900","=""36083040900""","23.82"
"36059303202, NY","36059303202","=""36059303202""","17.05"
"36111952300, NY","36111952300","=""36111952300""","23.20"
"36055007000, NY","36055007000","=""36055007000""","18.57"
"36029006302, NY","36029006302","=""36029006302""","12.18"
"36087012300, NY","36087012300","=""36087012300""","35.81"
"36085014604, NY","36085014604","=""36085014604""","21.72"
"36055009200, NY","36055009200","=""36055009200""","30.74"
"36029005201, NY","36029005201","=""36029005201""","21.21"
"36059406900, NY","36059406900","=""36059406900""","25.25"
"36005028400, NY","36005028400","=""36005028400""","3.36"
"36081099802, NY","36081099802","=""36081099802""","20.10"
"36055006800, NY","36055006800","=""36055006800""","28.78"
"36059412302, NY","36059412302","=""36059412302""","20.34"
"36061016200, NY","36061016200","=""36061016200""","20.26"
"36065020102, NY","36065020102","=""36065020102""","31.01"
"36119005001, NY","36119005001","=""36119005001""","27.40"
"36067004500, NY","36067004500","=""36067004500""","8.16"
"36119002101, NY","36119002101","=""36119002101""","16.08"
"36085017010, NY","36085017010","=""36085017010""","22.25"
"36081086400, NY","36081086400","=""36081086400""","20.13"
"36119008901, NY","36119008901","=""36119008901""","13.32"
"36047122000, NY","36047122000","=""36047122000""","26.63"
"36029003302, NY","36029003302","=""36029003302""","24.34"
"36059416402, NY","36059416402","=""36059416402""","13.88"
"36013035902, NY","36013035902","=""36013035902""","4.05"
"36067012200, NY","36067012200","=""36067012200""","20.89"
"36065021103, NY","36065021103","=""36065021103""","16.84"
"36085018901, NY","36085018901","=""36085018901""","17.46"
"36059407401, NY","36059407401","=""36059407401""","26.92"
"36007013201, NY","36007013201","=""36007013201""","19.97"
"36083040400, NY","36083040400","=""36083040400""","34.56"
"36119008301, NY","36119008301","=""36119008301""","25.43"
"36055003100, NY","36055003100","=""36055003100""","3.93"
"36067001702, NY","36067001702","=""36067001702""","20.41"
"36119009100, NY","36119009100","=""36119009100""","20.53"
"36071015004, NY","36071015004","=""36071015004""","60.02"
"36029004401, NY","36029004401","=""36029004401""","28.67"
"36085017009, NY","36085017009","=""36085017009""","20.82"
"36081127700, NY","36081127700","=""36081127700""","26.74"
"36087011506, NY","36087011506","=""36087011506""","60.98"
"36081134700, NY","36081134700","=""36081134700""","17.61"
"36059415500, NY","36059415500","=""36059415500""","19.95"
"36081029400, NY","36081029400","=""36081029400""","26.08"
"36059521602, NY","36059521602","=""36059521602""","22.01"
"36087012102, NY","36087012102","=""36087012102""","55.41"
"36029004800, NY","36029004800","=""36029004800""","16.21"
"36081093401, NY","36081093401","=""36081093401""","18.49"
"36059405600, NY","36059405600","=""36059405600""","22.84"
"36059404500, NY","36059404500","=""36059404500""","18.31"
"36081032000, NY","36081032000","=""36081032000""","31.90"
"36061031100, NY","36061031100","=""36061031100""","N/A"
"36007013900, NY","36007013900","=""36007013900""","31.35"
"36059405800, NY","36059405800","=""36059405800""","20.39"
"36001013200, NY","36001013200","=""36001013200""","20.07"
"36007001100, NY","36007001100","=""36007001100""","19.49"
"36119007900, NY","36119007900","=""36119007900""","24.95"
"36081138501, NY","36081138501","=""36081138501""","21.38"
"36081152902, NY","36081152902","=""36081152902""","16.28"
"36061025500, NY","36061025500","=""36061025500""","11.35"
"36085013204, NY","36085013204","=""36085013204""","18.05"
"36047062800, NY","36047062800","=""36047062800""","20.18"
"36119002201, NY","36119002201","=""36119002201""","23.80"
"36029004200, NY","36029004200","=""36029004200""","28.86"
"36085017008, NY","36085017008","=""36085017008""","20.67"
"36119010804, NY","36119010804","=""36119010804""","15.59"
"36081121100, NY","36081121100","=""36081121100""","N/A"
"36005006300, NY","36005006300","=""36005006300""","21.87"
"36059404901, NY","36059404901","=""36059404901""","17.09"
"36055002400, NY","36055002400","=""36055002400""","36.20"
"36059407101, NY","36059407101","=""36059407101""","22.69"
"36059405302, NY","36059405302","=""36059405302""","21.89"
"36059404600, NY","36059404600","=""36059404600""","22.55"
"36005029301, NY","36005029301","=""36005029301""","12.81"
"36085013203, NY","36085013203","=""36085013203""","20.49"
"36085008100, NY","36085008100","=""36085008100""","21.88"
"36029005700, NY","36029005700","=""36029005700""","27.14"
"36029001500, NY","36029001500","=""36029001500""","17.07"
"36055007801, NY","36055007801","=""36055007801""","4.11"
"36087012401, NY","36087012401","=""36087012401""","24.44"
"36059304203, NY","36059304203","=""36059304203""","27.10"
"36119006400, NY","36119006400","=""36119006400""","26.45"
"36067002000, NY","36067002000","=""36067002000""","20.21"
"36007013500, NY","36007013500","=""36007013500""","21.99"
"36085018702, NY","36085018702","=""36085018702""","16.95"
"36059406701, NY","36059406701","=""36059406701""","25.56"
"36085027302, NY","36085027302","=""36085027302""","24.28"
"36081101001, NY","36081101001","=""36081101001""","27.72"
"36081080900, NY","36081080900","=""36081080900""","20.13"
"36059302700, NY","36059302700","=""36059302700""","19.36"
"36119005100, NY","36119005100","=""36119005100""","20.23"
"36009940200, NY","36009940200","=""36009940200""","N/A"
"36081129102, NY","36081129102","=""36081129102""","25.22"
"36029008800, NY","36029008800","=""36029008800""","17.29"
"36085015100, NY","36085015100","=""36085015100""","21.25"
"36085017012, NY","36085017012","=""36085017012""","20.30"
"36119000104, NY","36119000104","=""36119000104""","0.00"
"36063023700, NY","36063023700","=""36063023700""","16.82"
"36093032300, NY","36093032300","=""36093032300""","23.50"
"36067003900, NY","36067003900","=""36067003900""","32.77"
"36081101700, NY","36081101700","=""36081101700""","19.24"
"36055005900, NY","36055005900","=""36055005900""","30.34"
"36085031902, NY","36085031902","=""36085031902""","32.35"
"36071015006, NY","36071015006","=""36071015006""","59.65"
"36091062800, NY","36091062800","=""36091062800""","17.75"
"36055006000, NY","36055006000","=""36055006000""","11.55"
"36119002404, NY","36119002404","=""36119002404""","18.05"
"36055009500, NY","36055009500","=""36055009500""","18.58"
"36067005602, NY","36067005602","=""36067005602""","0.71"
"36085007400, NY","36085007400","=""36085007400""","23.39"
"36001001600, NY","36001001600","=""36001001600""","13.15"
"36055003700, NY","36055003700","=""36055003700""","15.29"
"36059519602, NY","36059519602","=""36059519602""","21.97"
"36029002702, NY","36029002702","=""36029002702""","36.63"
"36055007500, NY","36055007500","=""36055007500""","29.21"
"36029016900, NY","36029016900","=""36029016900""","13.78"
"36067001800, NY","36067001800","=""36067001800""","22.28"
"36005046202, NY","36005046202","=""36005046202""","29.10"
"36081099701, NY","36081099701","=""36081099701""","15.20"
"36059405301, NY","36059405301","=""36059405301""","21.80"
"36119000401, NY","36119000401","=""36119000401""","27.32"
"36067004200, NY","36067004200","=""36067004200""","41.06"
"36081100801, NY","36081100801","=""36081100801""","31.32"
"36059414201, NY","36059414201","=""36059414201""","23.59"
"36085006700, NY","36085006700","=""36085006700""","19.74"
"36061029900, NY","36061029900","=""36061029900""","23.34"
"36059303302, NY","36059303302","=""36059303302""","21.88"
"36005002400, NY","36005002400","=""36005002400""","20.00"
"36119000202, NY","36119000202","=""36119000202""","18.18"
"36055005400, NY","36055005400","=""36055005400""","34.82"
"36059414301, NY","36059414301","=""36059414301""","23.24"
"36029007102, NY","36029007102","=""36029007102""","26.22"
"36059416701, NY","36059416701","=""36059416701""","19.83"
"36055004702, NY","36055004702","=""36055004702""","18.19"
"36119005400, NY","36119005400","=""36119005400""","35.39"
"36065021401, NY","36065021401","=""36065021401""","28.23"
"36067003400, NY","36067003400","=""36067003400""","19.27"
"36029006800, NY","36029006800","=""36029006800""","6.55"
"36001001901, NY","36001001901","=""36001001901""","18.28"
"36067005800, NY","36067005800","=""36067005800""","31.07"
"36119006000, NY","36119006000","=""36119006000""","16.37"
"36059406100, NY","36059406100","=""36059406100""","20.48"
"36081157901, NY","36081157901","=""36081157901""","14.40"
"36081147900, NY","36081147900","=""36081147900""","21.70"
"36051030500, NY","36051030500","=""36051030500""","2.59"
"36047015400, NY","36047015400","=""36047015400""","N/A"
"36067004900, NY","36067004900","=""36067004900""","28.61"
"36093020102, NY","36093020102","=""36093020102""","30.82"
"36093021500, NY","36093021500","=""36093021500""","27.54"
"36065020300, NY","36065020300","=""36065020300""","13.31"
"36085030302, NY","36085030302","=""36085030302""","29.70"
"36007000100, NY","36007000100","=""36007000100""","17.54"
"36055009603, NY","36055009603","=""36055009603""","34.70"
"36093021400, NY","36093021400","=""36093021400""","27.70"
"36059405200, NY","36059405200","=""36059405200""","16.80"
"36081099200, NY","36081099200","=""36081099200""","35.26"
"36081044400, NY","36081044400","=""36081044400""","23.85"
"36113070200, NY","36113070200","=""36113070200""","24.59"
"36081111300, NY","36081111300","=""36081111300""","20.65"
"36059406002, NY","36059406002","=""36059406002""","25.72"
"36059406702, NY","36059406702","=""36059406702""","34.24"
"36081141700, NY","36081141700","=""36081141700""","19.01"
"36087012402, NY","36087012402","=""36087012402""","23.70"
"36085004700, NY","36085004700","=""36085004700""","14.61"
"36059411100, NY","36059411100","=""36059411100""","26.29"
"36083040500, NY","36083040500","=""36083040500""","31.38"
"36119002403, NY","36119002403","=""36119002403""","17.29"
"36047103400, NY","36047103400","=""36047103400""","30.77"
"36081001900, NY","36081001900","=""36081001900""","7.54"
"36055005800, NY","36055005800","=""36055005800""","31.45"
"36029004601, NY","36029004601","=""36029004601""","10.64"
"36005019400, NY","36005019400","=""36005019400""","25.75"
"36085014605, NY","36085014605","=""36085014605""","18.37"
"36027221100, NY","36027221100","=""36027221100""","27.64"
"36103146102, NY","36103146102","=""36103146102""","28.42"
"36081150701, NY","36081150701","=""36081150701""","18.93"
"36067001701, NY","36067001701","=""36067001701""","38.79"
"36081103900, NY","36081103900","=""36081103900""","19.23"
"36085015602, NY","36085015602","=""36085015602""","19.75"
"36061004400, NY","36061004400","=""36061004400""","9.98"
"36055002900, NY","36055002900","=""36055002900""","5.81"
"36089491200, NY","36089491200","=""36089491200""","2.36"
"36081079300, NY","36081079300","=""36081079300""","N/A"
"36067003000, NY","36067003000","=""36067003000""","29.09"
"36081150702, NY","36081150702","=""36081150702""","18.01"
"36119006100, NY","36119006100","=""36119006100""","21.71"
"36067005100, NY","36067005100","=""36067005100""","34.35"
"36119008000, NY","36119008000","=""36119008000""","27.24"
"36025970900, NY","36025970900","=""36025970900""","3.24"
"36119983000, NY","36119983000","=""36119983000""","0.00"
"36059411901, NY","36059411901","=""36059411901""","17.91"
"36081093402, NY","36081093402","=""36081093402""","17.29"
"36047069602, NY","36047069602","=""36047069602""","23.63"
"36091062300, NY","36091062300","=""36091062300""","22.19"
"36063021000, NY","36063021000","=""36063021000""","21.18"
"36067004400, NY","36067004400","=""36067004400""","5.73"
"36071013700, NY","36071013700","=""36071013700""","19.76"
"36047109800, NY","36047109800","=""36047109800""","24.45"
"36085003300, NY","36085003300","=""36085003300""","22.77"
"36081056800, NY","36081056800","=""36081056800""","18.41"
"36029006702, NY","36029006702","=""36029006702""","2.55"
"36085013400, NY","36085013400","=""36085013400""","21.92"
"36065020803, NY","36065020803","=""36065020803""","39.03"
"36085013302, NY","36085013302","=""36085013302""","24.09"
"36005045600, NY","36005045600","=""36005045600""","15.40"
"36081104700, NY","36081104700","=""36081104700""","22.26"
"36085005000, NY","36085005000","=""36085005000""","23.73"
"36061013500, NY","36061013500","=""36061013500""","7.17"
"36029002900, NY","36029002900","=""36029002900""","31.95"
"36087010702, NY","36087010702","=""36087010702""","29.45"
"36067003800, NY","36067003800","=""36067003800""","32.79"
"36001002500, NY","36001002500","=""36001002500""","31.69"
"36059519801, NY","36059519801","=""36059519801""","21.70"
"36029011400, NY","36029011400","=""36029011400""","26.87"
"36055009602, NY","36055009602","=""36055009602""","36.02"
"36029002300, NY","36029002300","=""36029002300""","28.21"
"36119000803, NY","36119000803","=""36119000803""","20.55"
"36001000502, NY","36001000502","=""36001000502""","8.31"
"36001001400, NY","36001001400","=""36001001400""","4.33"
"36065021402, NY","36065021402","=""36065021402""","24.61"
"36119000802, NY","36119000802","=""36119000802""","24.35"
"36085012200, NY","36085012200","=""36085012200""","18.41"
"36081091900, NY","36081091900","=""36081091900""","16.59"
"36081033000, NY","36081033000","=""36081033000""","22.90"
"36059411902, NY","36059411902","=""36059411902""","24.79"
"36085010500, NY","36085010500","=""36085010500""","24.56"
"36061012900, NY","36061012900","=""36061012900""","4.67"
"36081065501, NY","36081065501","=""36081065501""","N/A"
"36047030400, NY","36047030400","=""36047030400""","18.72"
"36061023801, NY","36061023801","=""36061023801""","13.18"
"36047004600, NY","36047004600","=""36047004600""","22.79"
"36081028800, NY","36081028800","=""36081028800""","24.56"
"36055006700, NY","36055006700","=""36055006700""","36.87"
"36059406801, NY","36059406801","=""36059406801""","26.77"
"36067005400, NY","36067005400","=""36067005400""","26.96"
"36083040600, NY","36083040600","=""36083040600""","13.16"
"36055003600, NY","36055003600","=""36055003600""","13.44"
"36085000800, NY","36085000800","=""36085000800""","22.54"
"36057070300, NY","36057070300","=""36057070300""","29.02"
"36059414202, NY","36059414202","=""36059414202""","26.98"
"36087012105, NY","36087012105","=""36087012105""","53.61"
"36085016901, NY","36085016901","=""36085016901""","19.82"
"36085002002, NY","36085002002","=""36085002002""","20.80"
"36085018902, NY","36085018902","=""36085018902""","26.25"
"36047105804, NY","36047105804","=""36047105804""","18.43"
"36061007900, NY","36061007900","=""36061007900""","16.46"
"36087012202, NY","36087012202","=""36087012202""","32.04"
"36029006301, NY","36029006301","=""36029006301""","16.90"
"36061003900, NY","36061003900","=""36061003900""","23.32"
"36085021300, NY","36085021300","=""36085021300""","26.67"
"36047057900, NY","36047057900","=""36047057900""","14.06"
"36061000202, NY","36061000202","=""36061000202""","18.33"
"36063020900, NY","36063020900","=""36063020900""","22.77"
"36119008100, NY","36119008100","=""36119008100""","18.43"
"36093020900, NY","36093020900","=""36093020900""","23.71"
"36081126700, NY","36081126700","=""36081126700""","11.31"
"36055006300, NY","36055006300","=""36055006300""","31.20"
"36081083700, NY","36081083700","=""36081083700""","18.16"
"36055007100, NY","36055007100","=""36055007100""","22.27"
"36047118000, NY","36047118000","=""36047118000""","N/A"
"36085009601, NY","36085009601","=""36085009601""","10.54"
"36111952000, NY","36111952000","=""36111952000""","26.15"
"36081136700, NY","36081136700","=""36081136700""","17.91"
"36067000501, NY","36067000501","=""36067000501""","35.05"
"36081068000, NY","36081068000","=""36081068000""","20.87"
"36119004100, NY","36119004100","=""36119004100""","22.10"
"36055008200, NY","36055008200","=""36055008200""","33.70"
"36055006200, NY","36055006200","=""36055006200""","21.84"
"36047005000, NY","36047005000","=""36047005000""","22.67"
"36081037600, NY","36081037600","=""36081037600""","22.52"
"36029003301, NY","36029003301","=""36029003301""","30.77"
"36119001102, NY","36119001102","=""36119001102""","28.71"
"36061000900, NY","36061000900","=""36061000900""","13.31"
"36081033402, NY","36081033402","=""36081033402""","16.72"
"36055003400, NY","36055003400","=""36055003400""","9.46"
"36119004300, NY","36119004300","=""36119004300""","14.47"
"36059300700, NY","36059300700","=""36059300700""","14.60"
"36081137700, NY","36081137700","=""36081137700""","20.81"
"36067005300, NY","36067005300","=""36067005300""","40.09"
"36067005200, NY","36067005200","=""36067005200""","29.92"
"36055005600, NY","36055005600","=""36055005600""","41.46"
"36047110400, NY","36047110400","=""36047110400""","23.94"
"36029005801, NY","36029005801","=""36029005801""","32.73"
"36085012100, NY","36085012100","=""36085012100""","22.96"
"36055005500, NY","36055005500","=""36055005500""","35.69"
"36007001300, NY","36007001300","=""36007001300""","16.97"
"36119014300, NY","36119014300","=""36119014300""","27.67"
"36029007101, NY","36029007101","=""36029007101""","30.17"
"36055003200, NY","36055003200","=""36055003200""","14.23"
"36059304001, NY","36059304001","=""36059304001""","19.99"
"36119006300, NY","36119006300","=""36119006300""","16.68"
"36005029600, NY","36005029600","=""36005029600""","16.91"
"36019101100, NY","36019101100","=""36019101100""","0.22"
"36059304204, NY","36059304204","=""36059304204""","31.87"
"36081084602, NY","36081084602","=""36081084602""","22.46"
"36055006900, NY","36055006900","=""36055006900""","23.87"
"36067000800, NY","36067000800","=""36067000800""","30.67"
"36081157902, NY","36081157902","=""36081157902""","18.10"
"36047011900, NY","36047011900","=""36047011900""","13.54"
"36085017011, NY","36085017011","=""36085017011""","18.54"
"36061031703, NY","36061031703","=""36061031703""","29.71"
"36055003500, NY","36055003500","=""36055003500""","12.32"
"36081061301, NY","36081061301","=""36081061301""","20.70"
"36005009600, NY","36005009600","=""36005009600""","22.55"
"36081060701, NY","36081060701","=""36081060701""","0.00"
"36085030301, NY","36085030301","=""36085030301""","19.55"
"36081162100, NY","36081162100","=""36081162100""","24.86"
"36055004602, NY","36055004602","=""36055004602""","23.91"
"36023970800, NY","36023970800","=""36023970800""","1.10"
"36119006200, NY","36119006200","=""36119006200""","26.61"
"36081103202, NY","36081103202","=""36081103202""","37.12"
"36055006400, NY","36055006400","=""36055006400""","34.49"
"36085006400, NY","36085006400","=""36085006400""","26.05"
"36005027401, NY","36005027401","=""36005027401""","16.73"
"36081161700, NY","36081161700","=""36081161700""","16.63"
"36061003700, NY","36061003700","=""36061003700""","14.06"
"36081122701, NY","36081122701","=""36081122701""","21.76"
"36063020400, NY","36063020400","=""36063020400""","29.06"
"36005048400, NY","36005048400","=""36005048400""","20.69"
"36081130100, NY","36081130100","=""36081130100""","16.65"
"36081129104, NY","36081129104","=""36081129104""","18.90"
"36065021102, NY","36065021102","=""36065021102""","24.83"
"36081065400, NY","36081065400","=""36081065400""","26.85"
"36061015200, NY","36061015200","=""36061015200""","17.60"
"36005033500, NY","36005033500","=""36005033500""","16.29"
"36061031704, NY","36061031704","=""36061031704""","20.42"
"36081133300, NY","36081133300","=""36081133300""","18.26"
"36065020900, NY","36065020900","=""36065020900""","31.82"
"36119001402, NY","36119001402","=""36119001402""","16.33"
"36081031700, NY","36081031700","=""36081031700""","15.82"
"36081120700, NY","36081120700","=""36081120700""","16.82"
"36081063700, NY","36081063700","=""36081063700""","16.05"
"36029006902, NY","36029006902","=""36029006902""","22.43"
"36081063800, NY","36081063800","=""36081063800""","16.95"
"36081097300, NY","36081097300","=""36081097300""","13.47"
"36119009400, NY","36119009400","=""36119009400""","12.25"
"36119004600, NY","36119004600","=""36119004600""","23.47"
"36007014000, NY","36007014000","=""36007014000""","23.04"
"36063021400, NY","36063021400","=""36063021400""","21.02"
"36081157903, NY","36081157903","=""36081157903""","16.62"
"36001002300, NY","36001002300","=""36001002300""","13.72"
"36081099704, NY","36081099704","=""36081099704""","14.79"
"36055008400, NY","36055008400","=""36055008400""","32.28"
"36047030800, NY","36047030800","=""36047030800""","15.20"
"36119003400, NY","36119003400","=""36119003400""","21.99"
"36085014607, NY","36085014607","=""36085014607""","20.97"
"36119004200, NY","36119004200","=""36119004200""","18.87"
"36059303301, NY","36059303301","=""36059303301""","22.75"
"36119001900, NY","36119001900","=""36119001900""","22.38"
"36119000600, NY","36119000600","=""36119000600""","22.61"
"36047034800, NY","36047034800","=""36047034800""","27.97"
"36081038301, NY","36081038301","=""36081038301""","N/A"
"36029003800, NY","36029003800","=""36029003800""","36.58"
"36067000600, NY","36067000600","=""36067000600""","25.32"
"36059414304, NY","36059414304","=""36059414304""","24.51"
"36081021600, NY","36081021600","=""36081021600""","19.45"
"36061024700, NY","36061024700","=""36061024700""","12.44"
"36081101002, NY","36081101002","=""36081101002""","29.36"
"36061021100, NY","36061021100","=""36061021100""","13.56"
"36063020700, NY","36063020700","=""36063020700""","31.80"
"36061020500, NY","36061020500","=""36061020500""","8.29"
"36005035800, NY","36005035800","=""36005035800""","20.44"
"36119009500, NY","36119009500","=""36119009500""","20.53"
"36055009601, NY","36055009601","=""36055009601""","27.02"
"36061002400, NY","36061002400","=""36061002400""","14.95"
"36081047800, NY","36081047800","=""36081047800""","11.63"
"36119000203, NY","36119000203","=""36119000203""","23.17"
"36081105900, NY","36081105900","=""36081105900""","24.89"
"36067002700, NY","36067002700","=""36067002700""","16.98"
"36103123302, NY","36103123302","=""36103123302""","35.08"
"36059404300, NY","36059404300","=""36059404300""","24.55"
"36065021201, NY","36065021201","=""36065021201""","25.37"
"36119002405, NY","36119002405","=""36119002405""","20.73"
"36081099703, NY","36081099703","=""36081099703""","13.23"
"36059407203, NY","36059407203","=""36059407203""","24.29"
"36081099900, NY","36081099900","=""36081099900""","N/A"
"36081025400, NY","36081025400","=""36081025400""","24.23"
"36005031000, NY","36005031000","=""36005031000""","16.87"
"36007001200, NY","36007001200","=""36007001200""","5.75"
"36059404902, NY","36059404902","=""36059404902""","20.21"
"36029006901, NY","36029006901","=""36029006901""","32.53"
"36061015100, NY","36061015100","=""36061015100""","13.93"
"36029004402, NY","36029004402","=""36029004402""","36.01"
"36081121500, NY","36081121500","=""36081121500""","19.79"
"36119003300, NY","36119003300","=""36119003300""","20.56"
"36085020100, NY","36085020100","=""36085020100""","23.55"
"36081088901, NY","36081088901","=""36081088901""","18.31"
"36055000700, NY","36055000700","=""36055000700""","26.91"
"36055002200, NY","36055002200","=""36055002200""","32.56"
"36029005202, NY","36029005202","=""36029005202""","16.02"
"36065020705, NY","36065020705","=""36065020705""","22.47"
"36047069800, NY","36047069800","=""36047069800""","22.40"
"36067000300, NY","36067000300","=""36067000300""","23.41"
"36001001500, NY","36001001500","=""36001001500""","10.55"
"36061016300, NY","36061016300","=""36061016300""","14.95"
"36059407204, NY","36059407204","=""36059407204""","25.61"
"36081014202, NY","36081014202","=""36081014202""","17.17"
"36085009602, NY","36085009602","=""36085009602""","16.42"
"36119003700, NY","36119003700","=""36119003700""","22.31"
"36059416801, NY","36059416801","=""36059416801""","21.40"
"36065021500, NY","36065021500","=""36065021500""","35.70"
"36081103300, NY","36081103300","=""36081103300""","19.20"
"36061008601, NY","36061008601","=""36061008601""","11.39"
"36081035200, NY","36081035200","=""36081035200""","25.77"
"36081053900, NY","36081053900","=""36081053900""","20.39"
"36081086900, NY","36081086900","=""36081086900""","15.20"
"36095740300, NY","36095740300","=""36095740300""","3.81"
"36067001600, NY","36067001600","=""36067001600""","5.97"
"36081058000, NY","36081058000","=""36081058000""","18.24"
"36029006701, NY","36029006701","=""36029006701""","9.67"
"36081005800, NY","36081005800","=""36081005800""","18.45"
"36119002107, NY","36119002107","=""36119002107""","23.24"
"36081020500, NY","36081020500","=""36081020500""","18.71"
"36081012301, NY","36081012301","=""36081012301""","12.84"
"36085023100, NY","36085023100","=""36085023100""","24.73"
"36081134100, NY","36081134100","=""36081134100""","18.28"
"36005016300, NY","36005016300","=""36005016300""","N/A"
"36029000900, NY","36029000900","=""36029000900""","19.75"
"36119005800, NY","36119005800","=""36119005800""","19.67"
"36001000501, NY","36001000501","=""36001000501""","22.92"
"36085003900, NY","36085003900","=""36085003900""","17.52"
"36047048500, NY","36047048500","=""36047048500""","7.10"
"36093020300, NY","36093020300","=""36093020300""","6.56"
"36085011402, NY","36085011402","=""36085011402""","21.32"
"36081035700, NY","36081035700","=""36081035700""","15.93"
