"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36053030501, NY","36053030501","=""36053030501""","15.58"
"36029008300, NY","36029008300","=""36029008300""","32.05"
"36119014607, NY","36119014607","=""36119014607""","27.39"
"36071011300, NY","36071011300","=""36071011300""","17.88"
"36001014202, NY","36001014202","=""36001014202""","19.54"
"36067015201, NY","36067015201","=""36067015201""","21.15"
"36027190203, NY","36027190203","=""36027190203""","20.94"
"36055011901, NY","36055011901","=""36055011901""","23.05"
"36103134904, NY","36103134904","=""36103134904""","21.33"
"36027140500, NY","36027140500","=""36027140500""","15.84"
"36103112102, NY","36103112102","=""36103112102""","23.83"
"36103190603, NY","36103190603","=""36103190603""","17.37"
"36103158708, NY","36103158708","=""36103158708""","23.12"
"36093033002, NY","36093033002","=""36093033002""","24.25"
"36063023300, NY","36063023300","=""36063023300""","15.99"
"36055013203, NY","36055013203","=""36055013203""","25.18"
"36103159408, NY","36103159408","=""36103159408""","22.07"
"36043010400, NY","36043010400","=""36043010400""","27.37"
"36067013400, NY","36067013400","=""36067013400""","18.53"
"36091062503, NY","36091062503","=""36091062503""","26.95"
"36087013002, NY","36087013002","=""36087013002""","22.27"
"36013035600, NY","36013035600","=""36013035600""","21.00"
"36029009107, NY","36029009107","=""36029009107""","25.06"
"36071013202, NY","36071013202","=""36071013202""","23.22"
"36055011201, NY","36055011201","=""36055011201""","15.09"
"36119008302, NY","36119008302","=""36119008302""","26.36"
"36027190101, NY","36027190101","=""36027190101""","19.06"
"36055003805, NY","36055003805","=""36055003805""","12.76"
"36119013700, NY","36119013700","=""36119013700""","16.54"
"36079010400, NY","36079010400","=""36079010400""","21.13"
"36087010200, NY","36087010200","=""36087010200""","21.73"
"36087012501, NY","36087012501","=""36087012501""","32.63"
"36059407301, NY","36059407301","=""36059407301""","4.84"
"36093032502, NY","36093032502","=""36093032502""","20.64"
"36091062406, NY","36091062406","=""36091062406""","25.77"
"36093032102, NY","36093032102","=""36093032102""","25.38"
"36103158310, NY","36103158310","=""36103158310""","16.75"
"36119014907, NY","36119014907","=""36119014907""","29.45"
"36103134902, NY","36103134902","=""36103134902""","18.52"
"36055012304, NY","36055012304","=""36055012304""","26.15"
"36119011902, NY","36119011902","=""36119011902""","18.86"
"36071013201, NY","36071013201","=""36071013201""","20.27"
"36103146605, NY","36103146605","=""36103146605""","22.84"
"36055014504, NY","36055014504","=""36055014504""","18.33"
"36103159108, NY","36103159108","=""36103159108""","21.85"
"36029014901, NY","36029014901","=""36029014901""","19.40"
"36027060301, NY","36027060301","=""36027060301""","18.43"
"36029012902, NY","36029012902","=""36029012902""","13.69"
"36007014302, NY","36007014302","=""36007014302""","5.44"
"36103158711, NY","36103158711","=""36103158711""","16.51"
"36111953500, NY","36111953500","=""36111953500""","7.74"
"36001014614, NY","36001014614","=""36001014614""","21.48"
"36103111300, NY","36103111300","=""36103111300""","23.45"
"36051030400, NY","36051030400","=""36051030400""","15.51"
"36013035800, NY","36013035800","=""36013035800""","15.45"
"36047005300, NY","36047005300","=""36047005300""","20.87"
"36107020500, NY","36107020500","=""36107020500""","20.97"
"36013035500, NY","36013035500","=""36013035500""","20.45"
"36111952500, NY","36111952500","=""36111952500""","12.80"
"36103158803, NY","36103158803","=""36103158803""","21.57"
"36103135209, NY","36103135209","=""36103135209""","20.01"
"36087010901, NY","36087010901","=""36087010901""","21.89"
"36119006900, NY","36119006900","=""36119006900""","26.96"
"36027140602, NY","36027140602","=""36027140602""","23.46"
"36119014703, NY","36119014703","=""36119014703""","22.40"
"36079011300, NY","36079011300","=""36079011300""","20.56"
"36103159404, NY","36103159404","=""36103159404""","28.56"
"36093032000, NY","36093032000","=""36093032000""","28.00"
"36029010804, NY","36029010804","=""36029010804""","14.24"
"36071013000, NY","36071013000","=""36071013000""","26.31"
"36007014200, NY","36007014200","=""36007014200""","15.12"
"36103158011, NY","36103158011","=""36103158011""","22.49"
"36103158202, NY","36103158202","=""36103158202""","18.40"
"36101961200, NY","36101961200","=""36101961200""","17.49"
"36029012001, NY","36029012001","=""36029012001""","20.50"
"36103159203, NY","36103159203","=""36103159203""","18.48"
"36103158006, NY","36103158006","=""36103158006""","18.86"
"36001014609, NY","36001014609","=""36001014609""","15.66"
"36059518203, NY","36059518203","=""36059518203""","17.25"
"36063020300, NY","36063020300","=""36063020300""","20.83"
"36047070202, NY","36047070202","=""36047070202""","0.00"
"36087011603, NY","36087011603","=""36087011603""","20.81"
"36005043500, NY","36005043500","=""36005043500""","29.70"
"36065023400, NY","36065023400","=""36065023400""","19.47"
"36047001800, NY","36047001800","=""36047001800""","0.00"
"36045061500, NY","36045061500","=""36045061500""","15.56"
"36055010500, NY","36055010500","=""36055010500""","20.90"
"36059518501, NY","36059518501","=""36059518501""","21.62"
"36119014903, NY","36119014903","=""36119014903""","9.71"
"36103135205, NY","36103135205","=""36103135205""","22.14"
"36119009800, NY","36119009800","=""36119009800""","31.36"
"36055011000, NY","36055011000","=""36055011000""","17.29"
"36087010501, NY","36087010501","=""36087010501""","18.63"
"36119007000, NY","36119007000","=""36119007000""","26.77"
"36079010300, NY","36079010300","=""36079010300""","21.60"
"36119007500, NY","36119007500","=""36119007500""","32.96"
"36055012202, NY","36055012202","=""36055012202""","16.18"
"36053940102, NY","36053940102","=""36053940102""","21.33"
"36055014501, NY","36055014501","=""36055014501""","19.65"
"36103112213, NY","36103112213","=""36103112213""","23.91"
"36087010602, NY","36087010602","=""36087010602""","24.85"
"36029000500, NY","36029000500","=""36029000500""","32.29"
"36065022500, NY","36065022500","=""36065022500""","25.87"
"36055013103, NY","36055013103","=""36055013103""","4.71"
"36029014801, NY","36029014801","=""36029014801""","22.33"
"36103147501, NY","36103147501","=""36103147501""","24.88"
"36067012400, NY","36067012400","=""36067012400""","19.56"
"36067011700, NY","36067011700","=""36067011700""","18.52"
"36067000100, NY","36067000100","=""36067000100""","9.50"
"36103110600, NY","36103110600","=""36103110600""","19.96"
"36119013600, NY","36119013600","=""36119013600""","26.06"
"36055011207, NY","36055011207","=""36055011207""","20.16"
"36119013000, NY","36119013000","=""36119013000""","24.02"
"36103158409, NY","36103158409","=""36103158409""","18.28"
"36009961800, NY","36009961800","=""36009961800""","25.61"
"36051031400, NY","36051031400","=""36051031400""","22.52"
"36103145701, NY","36103145701","=""36103145701""","23.50"
"36071014201, NY","36071014201","=""36071014201""","23.43"
"36103158321, NY","36103158321","=""36103158321""","26.49"
"36103147300, NY","36103147300","=""36103147300""","26.69"
"36087011700, NY","36087011700","=""36087011700""","22.41"
"36065023901, NY","36065023901","=""36065023901""","18.39"
"36065022701, NY","36065022701","=""36065022701""","15.74"
"36001014615, NY","36001014615","=""36001014615""","20.24"
"36103158407, NY","36103158407","=""36103158407""","25.02"
"36065940000, NY","36065940000","=""36065940000""","21.35"
"36103159506, NY","36103159506","=""36103159506""","29.28"
"36103169800, NY","36103169800","=""36103169800""","19.64"
"36111950200, NY","36111950200","=""36111950200""","19.72"
"36103147602, NY","36103147602","=""36103147602""","15.54"
"36071014102, NY","36071014102","=""36071014102""","25.89"
"36093032601, NY","36093032601","=""36093032601""","25.34"
"36103201100, NY","36103201100","=""36103201100""","28.83"
"36071014101, NY","36071014101","=""36071014101""","27.89"
"36055011604, NY","36055011604","=""36055011604""","13.82"
"36055014505, NY","36055014505","=""36055014505""","19.50"
"36051031000, NY","36051031000","=""36051031000""","1.30"
"36059519702, NY","36059519702","=""36059519702""","19.39"
"36103158306, NY","36103158306","=""36103158306""","22.37"
"36029010803, NY","36029010803","=""36029010803""","12.88"
"36119014811, NY","36119014811","=""36119014811""","26.55"
"36117020700, NY","36117020700","=""36117020700""","21.80"
"36117021800, NY","36117021800","=""36117021800""","33.15"
"36015010500, NY","36015010500","=""36015010500""","23.23"
"36103159102, NY","36103159102","=""36103159102""","23.78"
"36059302000, NY","36059302000","=""36059302000""","21.59"
"36103158308, NY","36103158308","=""36103158308""","23.90"
"36103145803, NY","36103145803","=""36103145803""","18.01"
"36001000300, NY","36001000300","=""36001000300""","23.52"
"36059518204, NY","36059518204","=""36059518204""","22.38"
"36029017501, NY","36029017501","=""36029017501""","21.31"
"36103112002, NY","36103112002","=""36103112002""","15.26"
"36029010700, NY","36029010700","=""36029010700""","12.47"
"36055980000, NY","36055980000","=""36055980000""","N/A"
"36103146402, NY","36103146402","=""36103146402""","19.65"
"36029009113, NY","36029009113","=""36029009113""","21.74"
"36011041300, NY","36011041300","=""36011041300""","23.88"
"36059416300, NY","36059416300","=""36059416300""","13.76"
"36103112212, NY","36103112212","=""36103112212""","23.56"
"36043010702, NY","36043010702","=""36043010702""","19.92"
"36103135301, NY","36103135301","=""36103135301""","24.89"
"36029013400, NY","36029013400","=""36029013400""","24.24"
"36019100900, NY","36019100900","=""36019100900""","18.40"
"36055012600, NY","36055012600","=""36055012600""","15.75"
"36059407700, NY","36059407700","=""36059407700""","20.69"
"36087011101, NY","36087011101","=""36087011101""","22.92"
"36029009010, NY","36029009010","=""36029009010""","28.96"
"36067012600, NY","36067012600","=""36067012600""","18.69"
"36087011800, NY","36087011800","=""36087011800""","25.71"
"36119014100, NY","36119014100","=""36119014100""","20.52"
"36001013507, NY","36001013507","=""36001013507""","22.62"
"36103147003, NY","36103147003","=""36103147003""","22.53"
"36073040400, NY","36073040400","=""36073040400""","24.09"
"36001014503, NY","36001014503","=""36001014503""","24.00"
"36035971300, NY","36035971300","=""36035971300""","24.31"
"36001013802, NY","36001013802","=""36001013802""","22.34"
"36103134704, NY","36103134704","=""36103134704""","20.40"
"36103158317, NY","36103158317","=""36103158317""","20.14"
"36093021800, NY","36093021800","=""36093021800""","18.39"
"36055013507, NY","36055013507","=""36055013507""","21.91"
"36103145804, NY","36103145804","=""36103145804""","18.74"
"36059415102, NY","36059415102","=""36059415102""","24.45"
"36103158403, NY","36103158403","=""36103158403""","24.71"
"36081038302, NY","36081038302","=""36081038302""","N/A"
"36103159407, NY","36103159407","=""36103159407""","21.86"
"36029009200, NY","36029009200","=""36029009200""","11.48"
"36103159105, NY","36103159105","=""36103159105""","19.36"
"36029011300, NY","36029011300","=""36029011300""","15.86"
"36119014605, NY","36119014605","=""36119014605""","13.33"
"36083052303, NY","36083052303","=""36083052303""","20.00"
"36067015203, NY","36067015203","=""36067015203""","23.20"
"36087012600, NY","36087012600","=""36087012600""","23.36"
"36055011706, NY","36055011706","=""36055011706""","23.17"
"36051030900, NY","36051030900","=""36051030900""","21.59"
"36109000500, NY","36109000500","=""36109000500""","22.23"
"36103135104, NY","36103135104","=""36103135104""","25.77"
"36103147402, NY","36103147402","=""36103147402""","18.95"
"36103134907, NY","36103134907","=""36103134907""","19.48"
"36055014302, NY","36055014302","=""36055014302""","19.70"
"36119009703, NY","36119009703","=""36119009703""","18.88"
"36075021604, NY","36075021604","=""36075021604""","23.77"
"36071011101, NY","36071011101","=""36071011101""","21.50"
"36029013002, NY","36029013002","=""36029013002""","16.15"
"36103146604, NY","36103146604","=""36103146604""","20.01"
"36001013000, NY","36001013000","=""36001013000""","14.39"
"36055014102, NY","36055014102","=""36055014102""","22.48"
"36067010600, NY","36067010600","=""36067010600""","22.61"
"36059517901, NY","36059517901","=""36059517901""","19.22"
"36067013500, NY","36067013500","=""36067013500""","19.57"
"36071012900, NY","36071012900","=""36071012900""","21.17"
"36103134702, NY","36103134702","=""36103134702""","18.82"
"36119002000, NY","36119002000","=""36119002000""","17.84"
"36103147702, NY","36103147702","=""36103147702""","21.50"
"36071010700, NY","36071010700","=""36071010700""","26.16"
"36119012301, NY","36119012301","=""36119012301""","21.27"
"36103147902, NY","36103147902","=""36103147902""","22.93"
"36055012500, NY","36055012500","=""36055012500""","14.97"
"36029009004, NY","36029009004","=""36029009004""","23.42"
"36055015304, NY","36055015304","=""36055015304""","17.45"
"36055014001, NY","36055014001","=""36055014001""","16.94"
"36085027900, NY","36085027900","=""36085027900""","20.01"
"36085017600, NY","36085017600","=""36085017600""","18.27"
"36087011302, NY","36087011302","=""36087011302""","20.53"
"36055008600, NY","36055008600","=""36055008600""","13.77"
"36035971200, NY","36035971200","=""36035971200""","19.84"
"36043010201, NY","36043010201","=""36043010201""","17.94"
"36029014207, NY","36029014207","=""36029014207""","17.36"
"36083041400, NY","36083041400","=""36083041400""","16.29"
"36055011208, NY","36055011208","=""36055011208""","14.87"
"36027200002, NY","36027200002","=""36027200002""","17.43"
"36027110005, NY","36027110005","=""36027110005""","17.88"
"36055013401, NY","36055013401","=""36055013401""","14.91"
"36063023500, NY","36063023500","=""36063023500""","26.89"
"36103111506, NY","36103111506","=""36103111506""","24.62"
"36075021602, NY","36075021602","=""36075021602""","16.47"
"36103158804, NY","36103158804","=""36103158804""","22.74"
"36029009110, NY","36029009110","=""36029009110""","1.18"
"36067011201, NY","36067011201","=""36067011201""","24.22"
"36015010800, NY","36015010800","=""36015010800""","19.52"
"36067015500, NY","36067015500","=""36067015500""","19.37"
"36103135401, NY","36103135401","=""36103135401""","24.95"
"36055011601, NY","36055011601","=""36055011601""","23.82"
"36085018100, NY","36085018100","=""36085018100""","15.54"
"36091061200, NY","36091061200","=""36091061200""","11.13"
"36045062200, NY","36045062200","=""36045062200""","25.34"
"36083051600, NY","36083051600","=""36083051600""","19.20"
"36119014909, NY","36119014909","=""36119014909""","16.66"
"36067010322, NY","36067010322","=""36067010322""","22.82"
"36029940100, NY","36029940100","=""36029940100""","N/A"
"36029009006, NY","36029009006","=""36029009006""","20.52"
"36055001800, NY","36055001800","=""36055001800""","18.79"
"36119006802, NY","36119006802","=""36119006802""","21.01"
"36043010701, NY","36043010701","=""36043010701""","25.63"
"36065021301, NY","36065021301","=""36065021301""","21.33"
"36059517400, NY","36059517400","=""36059517400""","21.93"
"36103147804, NY","36103147804","=""36103147804""","23.38"
"36081033100, NY","36081033100","=""36081033100""","N/A"
"36043010300, NY","36043010300","=""36043010300""","24.59"
"36067013900, NY","36067013900","=""36067013900""","27.39"
"36057070200, NY","36057070200","=""36057070200""","24.18"
"36103112211, NY","36103112211","=""36103112211""","21.28"
"36081099705, NY","36081099705","=""36081099705""","18.53"
"36087011303, NY","36087011303","=""36087011303""","23.69"
"36055013604, NY","36055013604","=""36055013604""","21.74"
"36035970800, NY","36035970800","=""36035970800""","23.54"
"36055013002, NY","36055013002","=""36055013002""","20.95"
"36119011000, NY","36119011000","=""36119011000""","25.38"
"36067011101, NY","36067011101","=""36067011101""","25.11"
"36119009900, NY","36119009900","=""36119009900""","31.04"
"36085015400, NY","36085015400","=""36085015400""","N/A"
"36083041100, NY","36083041100","=""36083041100""","22.02"
"36103110200, NY","36103110200","=""36103110200""","13.76"
"36001002600, NY","36001002600","=""36001002600""","27.61"
"36075021103, NY","36075021103","=""36075021103""","19.17"
"36067010500, NY","36067010500","=""36067010500""","22.32"
"36119011600, NY","36119011600","=""36119011600""","20.93"
"36055010200, NY","36055010200","=""36055010200""","27.53"
"36075021603, NY","36075021603","=""36075021603""","20.20"
"36087011403, NY","36087011403","=""36087011403""","22.41"
"36119009702, NY","36119009702","=""36119009702""","18.13"
"36119013800, NY","36119013800","=""36119013800""","29.40"
"36029014000, NY","36029014000","=""36029014000""","19.69"
"36033950501, NY","36033950501","=""36033950501""","24.24"
"36001013902, NY","36001013902","=""36001013902""","17.91"
"36103111801, NY","36103111801","=""36103111801""","23.29"
"36119012200, NY","36119012200","=""36119012200""","25.88"
"36091061800, NY","36091061800","=""36091061800""","21.70"
"36103158508, NY","36103158508","=""36103158508""","21.04"
"36119010801, NY","36119010801","=""36119010801""","18.74"
"36103158320, NY","36103158320","=""36103158320""","18.37"
"36059406400, NY","36059406400","=""36059406400""","24.67"
"36027140300, NY","36027140300","=""36027140300""","21.49"
"36055012900, NY","36055012900","=""36055012900""","18.06"
"36059301800, NY","36059301800","=""36059301800""","24.62"
"36059415700, NY","36059415700","=""36059415700""","23.21"
"36103135204, NY","36103135204","=""36103135204""","17.92"
"36059411500, NY","36059411500","=""36059411500""","25.63"
"36093032901, NY","36093032901","=""36093032901""","20.66"
"36103147502, NY","36103147502","=""36103147502""","22.94"
"36103135402, NY","36103135402","=""36103135402""","24.31"
"36103158309, NY","36103158309","=""36103158309""","18.02"
"36013030300, NY","36013030300","=""36013030300""","30.55"
"36103158802, NY","36103158802","=""36103158802""","23.20"
"36055014103, NY","36055014103","=""36055014103""","19.70"
"36103112104, NY","36103112104","=""36103112104""","25.88"
"36059406501, NY","36059406501","=""36059406501""","27.84"
"36055011800, NY","36055011800","=""36055011800""","16.02"
"36055011605, NY","36055011605","=""36055011605""","21.23"
"36103145902, NY","36103145902","=""36103145902""","28.28"
"36119010500, NY","36119010500","=""36119010500""","23.36"
"36089491500, NY","36089491500","=""36089491500""","19.21"
"36067014300, NY","36067014300","=""36067014300""","21.91"
"36071012700, NY","36071012700","=""36071012700""","18.21"
"36103158510, NY","36103158510","=""36103158510""","20.71"
"36073040500, NY","36073040500","=""36073040500""","19.17"
"36029007800, NY","36029007800","=""36029007800""","16.55"
"36059413400, NY","36059413400","=""36059413400""","24.58"
"36067011242, NY","36067011242","=""36067011242""","27.49"
"36065021601, NY","36065021601","=""36065021601""","17.87"
"36063024600, NY","36063024600","=""36063024600""","20.85"
"36119014000, NY","36119014000","=""36119014000""","21.95"
"36103146614, NY","36103146614","=""36103146614""","18.97"
"36029016300, NY","36029016300","=""36029016300""","30.15"
"36059520001, NY","36059520001","=""36059520001""","18.51"
"36011041400, NY","36011041400","=""36011041400""","15.10"
"36103158010, NY","36103158010","=""36103158010""","28.79"
"36119007700, NY","36119007700","=""36119007700""","25.78"
"36015000100, NY","36015000100","=""36015000100""","30.84"
"36103158705, NY","36103158705","=""36103158705""","31.23"
"36103146404, NY","36103146404","=""36103146404""","20.13"
"36059301200, NY","36059301200","=""36059301200""","26.49"
"36077591100, NY","36077591100","=""36077591100""","16.88"
"36083051500, NY","36083051500","=""36083051500""","24.58"
"36055014203, NY","36055014203","=""36055014203""","19.18"
"36103158605, NY","36103158605","=""36103158605""","20.09"
"36119012000, NY","36119012000","=""36119012000""","23.36"
"36119014704, NY","36119014704","=""36119014704""","25.70"
"36071001600, NY","36071001600","=""36071001600""","24.60"
"36059411000, NY","36059411000","=""36059411000""","25.19"
"36103145603, NY","36103145603","=""36103145603""","28.07"
"36083051702, NY","36083051702","=""36083051702""","18.30"
"36103158007, NY","36103158007","=""36103158007""","1.68"
"36087013001, NY","36087013001","=""36087013001""","17.50"
"36103158606, NY","36103158606","=""36103158606""","22.76"
"36111952200, NY","36111952200","=""36111952200""","14.60"
"36001014001, NY","36001014001","=""36001014001""","12.76"
"36029010902, NY","36029010902","=""36029010902""","11.28"
"36087013200, NY","36087013200","=""36087013200""","14.55"
"36103147901, NY","36103147901","=""36103147901""","20.40"
"36027210301, NY","36027210301","=""36027210301""","19.33"
"36029012002, NY","36029012002","=""36029012002""","16.77"
"36107020703, NY","36107020703","=""36107020703""","22.77"
"36103170101, NY","36103170101","=""36103170101""","19.25"
"36069051100, NY","36069051100","=""36069051100""","20.39"
"36103122801, NY","36103122801","=""36103122801""","21.93"
"36109000400, NY","36109000400","=""36109000400""","4.97"
"36079010700, NY","36079010700","=""36079010700""","22.29"
"36059518300, NY","36059518300","=""36059518300""","23.28"
"36029009502, NY","36029009502","=""36029009502""","20.61"
"36085032300, NY","36085032300","=""36085032300""","22.01"
"36119011500, NY","36119011500","=""36119011500""","19.12"
"36029009109, NY","36029009109","=""36029009109""","16.65"
"36043011001, NY","36043011001","=""36043011001""","28.89"
"36055010800, NY","36055010800","=""36055010800""","15.35"
"36001014608, NY","36001014608","=""36001014608""","8.88"
"36103146607, NY","36103146607","=""36103146607""","18.72"
"36059517600, NY","36059517600","=""36059517600""","22.35"
"36059518900, NY","36059518900","=""36059518900""","17.92"
"36119981000, NY","36119981000","=""36119981000""","2.52"
"36103135003, NY","36103135003","=""36103135003""","21.41"
"36009961500, NY","36009961500","=""36009961500""","20.51"
"36093033004, NY","36093033004","=""36093033004""","22.09"
"36109000300, NY","36109000300","=""36109000300""","0.93"
"36005013800, NY","36005013800","=""36005013800""","21.53"
"36029010002, NY","36029010002","=""36029010002""","13.40"
"36059301600, NY","36059301600","=""36059301600""","26.00"
"36069051900, NY","36069051900","=""36069051900""","10.26"
"36119012102, NY","36119012102","=""36119012102""","21.96"
"36103159107, NY","36103159107","=""36103159107""","18.18"
"36091060200, NY","36091060200","=""36091060200""","20.72"
"36019101000, NY","36019101000","=""36019101000""","15.70"
"36119010300, NY","36119010300","=""36119010300""","19.77"
"36059518000, NY","36059518000","=""36059518000""","22.03"
"36103158205, NY","36103158205","=""36103158205""","21.05"
"36067016200, NY","36067016200","=""36067016200""","21.91"
"36067004600, NY","36067004600","=""36067004600""","11.91"
"36027160005, NY","36027160005","=""36027160005""","15.22"
"36029012003, NY","36029012003","=""36029012003""","19.02"
"36001013901, NY","36001013901","=""36001013901""","14.04"
"36055980100, NY","36055980100","=""36055980100""","0.00"
"36061000500, NY","36061000500","=""36061000500""","N/A"
"36029009008, NY","36029009008","=""36029009008""","15.61"
"36103158511, NY","36103158511","=""36103158511""","20.55"
"36087010803, NY","36087010803","=""36087010803""","24.27"
"36103135002, NY","36103135002","=""36103135002""","24.30"
"36093032200, NY","36093032200","=""36093032200""","23.09"
"36067011202, NY","36067011202","=""36067011202""","22.66"
"36019101400, NY","36019101400","=""36019101400""","9.85"
"36059300500, NY","36059300500","=""36059300500""","24.86"
"36029009402, NY","36029009402","=""36029009402""","21.85"
"36063022804, NY","36063022804","=""36063022804""","19.10"
"36005011800, NY","36005011800","=""36005011800""","11.38"
"36029014400, NY","36029014400","=""36029014400""","19.36"
"36007013700, NY","36007013700","=""36007013700""","16.73"
"36087013401, NY","36087013401","=""36087013401""","22.20"
"36103159411, NY","36103159411","=""36103159411""","27.54"
"36011041800, NY","36011041800","=""36011041800""","20.81"
"36047107000, NY","36047107000","=""36047107000""","26.97"
"36089491600, NY","36089491600","=""36089491600""","25.35"
"36067013100, NY","36067013100","=""36067013100""","21.27"
"36055014204, NY","36055014204","=""36055014204""","21.30"
"36103159300, NY","36103159300","=""36103159300""","15.85"
"36119013304, NY","36119013304","=""36119013304""","20.71"
"36103146902, NY","36103146902","=""36103146902""","18.30"
"36067006000, NY","36067006000","=""36067006000""","22.98"
"36091062100, NY","36091062100","=""36091062100""","26.45"
"36087013100, NY","36087013100","=""36087013100""","17.81"
"36055011203, NY","36055011203","=""36055011203""","20.15"
"36119006700, NY","36119006700","=""36119006700""","30.56"
"36103110401, NY","36103110401","=""36103110401""","20.74"
"36013030600, NY","36013030600","=""36013030600""","23.17"
"36005009300, NY","36005009300","=""36005009300""","26.67"
"36055008701, NY","36055008701","=""36055008701""","19.69"
"36063022200, NY","36063022200","=""36063022200""","17.79"
"36093033003, NY","36093033003","=""36093033003""","19.94"
"36029015501, NY","36029015501","=""36029015501""","22.48"
"36085024402, NY","36085024402","=""36085024402""","26.31"
"36087011401, NY","36087011401","=""36087011401""","21.62"
"36029014904, NY","36029014904","=""36029014904""","2.76"
"36027210201, NY","36027210201","=""36027210201""","19.35"
"36119010000, NY","36119010000","=""36119010000""","33.23"
"36075021601, NY","36075021601","=""36075021601""","14.34"
"36103147200, NY","36103147200","=""36103147200""","21.28"
"36087010102, NY","36087010102","=""36087010102""","19.61"
"36087010502, NY","36087010502","=""36087010502""","22.53"
"36029011800, NY","36029011800","=""36029011800""","19.33"
"36103158103, NY","36103158103","=""36103158103""","26.03"
"36045061900, NY","36045061900","=""36045061900""","22.33"
"36027221001, NY","36027221001","=""36027221001""","13.88"
"36103158115, NY","36103158115","=""36103158115""","22.35"
"36013030700, NY","36013030700","=""36013030700""","21.61"
"36059301500, NY","36059301500","=""36059301500""","29.29"
"36021001300, NY","36021001300","=""36021001300""","17.09"
"36103158900, NY","36103158900","=""36103158900""","24.58"
"36059302101, NY","36059302101","=""36059302101""","26.32"
"36103159511, NY","36103159511","=""36103159511""","27.21"
"36067010321, NY","36067010321","=""36067010321""","23.23"
"36063023902, NY","36063023902","=""36063023902""","14.47"
"36119010400, NY","36119010400","=""36119010400""","19.18"
"36103135103, NY","36103135103","=""36103135103""","22.07"
"36103158507, NY","36103158507","=""36103158507""","20.60"
"36063021100, NY","36063021100","=""36063021100""","23.64"
"36059518700, NY","36059518700","=""36059518700""","25.43"
"36055014503, NY","36055014503","=""36055014503""","21.90"
"36029007902, NY","36029007902","=""36029007902""","16.83"
"36001014402, NY","36001014402","=""36001014402""","20.70"
"36023970300, NY","36023970300","=""36023970300""","22.69"
"36103146003, NY","36103146003","=""36103146003""","30.50"
"36119008902, NY","36119008902","=""36119008902""","20.95"
"36029007905, NY","36029007905","=""36029007905""","13.75"
"36029013600, NY","36029013600","=""36029013600""","23.87"
"36087012101, NY","36087012101","=""36087012101""","53.01"
"36063023901, NY","36063023901","=""36063023901""","22.28"
"36087011301, NY","36087011301","=""36087011301""","23.57"
"36119008401, NY","36119008401","=""36119008401""","31.29"
"36103145901, NY","36103145901","=""36103145901""","19.25"
"36103135101, NY","36103135101","=""36103135101""","15.45"
"36029009112, NY","36029009112","=""36029009112""","10.27"
"36029009800, NY","36029009800","=""36029009800""","19.30"
"36071002100, NY","36071002100","=""36071002100""","22.61"
"36103110502, NY","36103110502","=""36103110502""","25.70"
"36103145805, NY","36103145805","=""36103145805""","21.25"
"36007000700, NY","36007000700","=""36007000700""","22.20"
"36085015603, NY","36085015603","=""36085015603""","21.94"
"36119005500, NY","36119005500","=""36119005500""","30.58"
"36103122707, NY","36103122707","=""36103122707""","18.28"
"36071011102, NY","36071011102","=""36071011102""","23.74"
"36075020901, NY","36075020901","=""36075020901""","25.17"
"36103158315, NY","36103158315","=""36103158315""","21.01"
"36029008101, NY","36029008101","=""36029008101""","16.03"
"36087010804, NY","36087010804","=""36087010804""","21.93"
"36103134903, NY","36103134903","=""36103134903""","29.91"
"36119006801, NY","36119006801","=""36119006801""","23.77"
"36061014300, NY","36061014300","=""36061014300""","N/A"
"36103135102, NY","36103135102","=""36103135102""","22.71"
"36029011700, NY","36029011700","=""36029011700""","13.00"
"36119010902, NY","36119010902","=""36119010902""","19.69"
"36015010400, NY","36015010400","=""36015010400""","19.62"
"36005030900, NY","36005030900","=""36005030900""","16.58"
"36059519300, NY","36059519300","=""36059519300""","16.40"
"36085017700, NY","36085017700","=""36085017700""","18.78"
"36029008900, NY","36029008900","=""36029008900""","19.96"
"36103147701, NY","36103147701","=""36103147701""","17.97"
"36103135005, NY","36103135005","=""36103135005""","15.68"
"36007000300, NY","36007000300","=""36007000300""","22.36"
"36103146300, NY","36103146300","=""36103146300""","11.08"
"36029014300, NY","36029014300","=""36029014300""","21.75"
"36119013202, NY","36119013202","=""36119013202""","18.88"
"36029009401, NY","36029009401","=""36029009401""","18.59"
"36055010100, NY","36055010100","=""36055010100""","17.90"
"36027210101, NY","36027210101","=""36027210101""","20.82"
"36103158107, NY","36103158107","=""36103158107""","16.12"
"36103158318, NY","36103158318","=""36103158318""","22.81"
"36085007000, NY","36085007000","=""36085007000""","21.75"
"36103146500, NY","36103146500","=""36103146500""","24.67"
"36055015303, NY","36055015303","=""36055015303""","22.53"
"36103134906, NY","36103134906","=""36103134906""","19.14"
"36103158104, NY","36103158104","=""36103158104""","22.58"
"36103147601, NY","36103147601","=""36103147601""","20.02"
"36103158410, NY","36103158410","=""36103158410""","7.59"
"36063024401, NY","36063024401","=""36063024401""","14.19"
"36081092900, NY","36081092900","=""36081092900""","21.79"
"36063023405, NY","36063023405","=""36063023405""","20.06"
"36029010808, NY","36029010808","=""36029010808""","14.43"
"36119010600, NY","36119010600","=""36119010600""","21.70"
"36027410000, NY","36027410000","=""36027410000""","12.26"
