"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"37045950602, NC","37045950602","=""37045950602""","25.10"
"37057061802, NC","37057061802","=""37057061802""","24.72"
"37155960102, NC","37155960102","=""37155960102""","19.75"
"37121950300, NC","37121950300","=""37121950300""","19.64"
"37139960701, NC","37139960701","=""37139960701""","24.85"
"37037020106, NC","37037020106","=""37037020106""","22.31"
"37157041601, NC","37157041601","=""37157041601""","16.59"
"37069060502, NC","37069060502","=""37069060502""","28.64"
"37099950300, NC","37099950300","=""37099950300""","19.93"
"37005950200, NC","37005950200","=""37005950200""","23.16"
"37149920103, NC","37149920103","=""37149920103""","16.33"
"37167930802, NC","37167930802","=""37167930802""","24.26"
"37179020202, NC","37179020202","=""37179020202""","25.00"
"37107010900, NC","37107010900","=""37107010900""","23.79"
"37123960401, NC","37123960401","=""37123960401""","17.03"
"37135011102, NC","37135011102","=""37135011102""","26.24"
"37019020101, NC","37019020101","=""37019020101""","21.24"
"37037020701, NC","37037020701","=""37037020701""","13.80"
"37155960402, NC","37155960402","=""37155960402""","24.53"
"37021002604, NC","37021002604","=""37021002604""","19.80"
"37135011202, NC","37135011202","=""37135011202""","29.52"
"37155960202, NC","37155960202","=""37155960202""","30.91"
"37113970501, NC","37113970501","=""37113970501""","10.32"
"37155961601, NC","37155961601","=""37155961601""","28.73"
"37057060500, NC","37057060500","=""37057060500""","18.93"
"37019020603, NC","37019020603","=""37019020603""","22.34"
"37089930200, NC","37089930200","=""37089930200""","27.98"
"37159050903, NC","37159050903","=""37159050903""","20.27"
"37055970300, NC","37055970300","=""37055970300""","21.66"
"37085070700, NC","37085070700","=""37085070700""","18.45"
"37147001700, NC","37147001700","=""37147001700""","24.42"
"37069060802, NC","37069060802","=""37069060802""","20.73"
"37003040600, NC","37003040600","=""37003040600""","15.49"
"37135011101, NC","37135011101","=""37135011101""","22.19"
"37023020302, NC","37023020302","=""37023020302""","20.48"
"37179021015, NC","37179021015","=""37179021015""","19.40"
"37155960701, NC","37155960701","=""37155960701""","30.94"
"37107011002, NC","37107011002","=""37107011002""","24.67"
"37085071001, NC","37085071001","=""37085071001""","28.32"
"37023021201, NC","37023021201","=""37023021201""","18.91"
"37097060702, NC","37097060702","=""37097060702""","21.77"
"37087920200, NC","37087920200","=""37087920200""","20.94"
"37171930700, NC","37171930700","=""37171930700""","18.15"
"37109070700, NC","37109070700","=""37109070700""","24.50"
"37081015200, NC","37081015200","=""37081015200""","21.84"
"37101040901, NC","37101040901","=""37101040901""","23.10"
"37001021802, NC","37001021802","=""37001021802""","25.24"
"37003040300, NC","37003040300","=""37003040300""","20.06"
"37141920401, NC","37141920401","=""37141920401""","22.86"
"37035010101, NC","37035010101","=""37035010101""","18.98"
"37053110301, NC","37053110301","=""37053110301""","21.94"
"37175960200, NC","37175960200","=""37175960200""","19.46"
"37025041701, NC","37025041701","=""37025041701""","22.69"
"37021003102, NC","37021003102","=""37021003102""","17.38"
"37081015300, NC","37081015300","=""37081015300""","23.61"
"37105030601, NC","37105030601","=""37105030601""","20.59"
"37035011503, NC","37035011503","=""37035011503""","22.32"
"37087921200, NC","37087921200","=""37087921200""","17.98"
"37179020702, NC","37179020702","=""37179020702""","26.04"
"37059080300, NC","37059080300","=""37059080300""","20.77"
"37001021400, NC","37001021400","=""37001021400""","18.45"
"37021003001, NC","37021003001","=""37021003001""","16.23"
"37179021005, NC","37179021005","=""37179021005""","19.59"
"37191000304, NC","37191000304","=""37191000304""","26.40"
"37081016900, NC","37081016900","=""37081016900""","16.45"
"37161960400, NC","37161960400","=""37161960400""","23.41"
"37193961002, NC","37193961002","=""37193961002""","18.28"
"37129011608, NC","37129011608","=""37129011608""","22.75"
"37077970603, NC","37077970603","=""37077970603""","22.73"
"37155960600, NC","37155960600","=""37155960600""","31.08"
"37063001900, NC","37063001900","=""37063001900""","14.97"
"37051001400, NC","37051001400","=""37051001400""","23.96"
"37159051101, NC","37159051101","=""37159051101""","17.84"
"37191000302, NC","37191000302","=""37191000302""","20.00"
"37111970200, NC","37111970200","=""37111970200""","24.54"
"37171931103, NC","37171931103","=""37171931103""","19.93"
"37151031304, NC","37151031304","=""37151031304""","25.64"
"37057060102, NC","37057060102","=""37057060102""","20.05"
"37027031300, NC","37027031300","=""37027031300""","19.27"
"37047930800, NC","37047930800","=""37047930800""","24.07"
"37199960102, NC","37199960102","=""37199960102""","21.68"
"37155960101, NC","37155960101","=""37155960101""","27.94"
"37089930702, NC","37089930702","=""37089930702""","19.88"
"37031970103, NC","37031970103","=""37031970103""","12.45"
"37055970101, NC","37055970101","=""37055970101""","14.55"
"37147001402, NC","37147001402","=""37147001402""","24.77"
"37021002302, NC","37021002302","=""37021002302""","22.25"
"37045950301, NC","37045950301","=""37045950301""","19.21"
"37065021500, NC","37065021500","=""37065021500""","19.79"
"37191000303, NC","37191000303","=""37191000303""","25.65"
"37141920402, NC","37141920402","=""37141920402""","20.41"
"37107011001, NC","37107011001","=""37107011001""","20.04"
"37101040902, NC","37101040902","=""37101040902""","27.41"
"37183054210, NC","37183054210","=""37183054210""","29.10"
"37055970601, NC","37055970601","=""37055970601""","19.82"
"37061090702, NC","37061090702","=""37061090702""","15.29"
"37031970101, NC","37031970101","=""37031970101""","13.92"
"37159051001, NC","37159051001","=""37159051001""","22.32"
"37097061002, NC","37097061002","=""37097061002""","24.73"
"37091950402, NC","37091950402","=""37091950402""","20.69"
"37175960401, NC","37175960401","=""37175960401""","13.59"
"37069060801, NC","37069060801","=""37069060801""","19.49"
"37081015800, NC","37081015800","=""37081015800""","27.75"
"37171931101, NC","37171931101","=""37171931101""","24.64"
"37021002401, NC","37021002401","=""37021002401""","22.12"
"37019020203, NC","37019020203","=""37019020203""","19.89"
"37133002800, NC","37133002800","=""37133002800""","25.84"
"37067004007, NC","37067004007","=""37067004007""","25.06"
"37161961101, NC","37161961101","=""37161961101""","20.25"
"37089931902, NC","37089931902","=""37089931902""","17.52"
"37083930100, NC","37083930100","=""37083930100""","23.19"
"37167930801, NC","37167930801","=""37167930801""","22.01"
"37081015901, NC","37081015901","=""37081015901""","26.13"
"37101041103, NC","37101041103","=""37101041103""","27.42"
"37155960300, NC","37155960300","=""37155960300""","29.89"
"37067003106, NC","37067003106","=""37067003106""","17.46"
"37161961102, NC","37161961102","=""37161961102""","22.19"
"37109070800, NC","37109070800","=""37109070800""","19.19"
"37019020303, NC","37019020303","=""37019020303""","12.60"
"37083930502, NC","37083930502","=""37083930502""","24.88"
"37171931200, NC","37171931200","=""37171931200""","24.50"
"37085071201, NC","37085071201","=""37085071201""","25.19"
"37055970102, NC","37055970102","=""37055970102""","16.54"
"37045951601, NC","37045951601","=""37045951601""","26.05"
"37069060302, NC","37069060302","=""37069060302""","20.48"
"37057061901, NC","37057061901","=""37057061901""","26.42"
"37045950302, NC","37045950302","=""37045950302""","20.92"
"37109071001, NC","37109071001","=""37109071001""","23.04"
"37101041201, NC","37101041201","=""37101041201""","26.75"
"37051003002, NC","37051003002","=""37051003002""","20.50"
"37025041602, NC","37025041602","=""37025041602""","18.89"
"37147001800, NC","37147001800","=""37147001800""","26.65"
"37191000901, NC","37191000901","=""37191000901""","21.13"
"37001021901, NC","37001021901","=""37001021901""","20.79"
"37097061205, NC","37097061205","=""37097061205""","19.81"
"37045951502, NC","37045951502","=""37045951502""","24.62"
"37001022002, NC","37001022002","=""37001022002""","22.08"
"37085071401, NC","37085071401","=""37085071401""","28.61"
"37021003104, NC","37021003104","=""37021003104""","16.97"
"37171930101, NC","37171930101","=""37171930101""","15.05"
"37071031701, NC","37071031701","=""37071031701""","16.64"
"37049960101, NC","37049960101","=""37049960101""","10.67"
"37067002801, NC","37067002801","=""37067002801""","19.37"
"37091950401, NC","37091950401","=""37091950401""","21.97"
"37045951300, NC","37045951300","=""37045951300""","22.99"
"37069060401, NC","37069060401","=""37069060401""","21.59"
"37171931001, NC","37171931001","=""37171931001""","22.63"
"37021002804, NC","37021002804","=""37021002804""","23.68"
"37019020307, NC","37019020307","=""37019020307""","0.89"
"37085071204, NC","37085071204","=""37085071204""","28.75"
"37027031202, NC","37027031202","=""37027031202""","20.02"
"37195001400, NC","37195001400","=""37195001400""","26.48"
"37045951501, NC","37045951501","=""37045951501""","17.26"
"37059080600, NC","37059080600","=""37059080600""","20.34"
"37161960500, NC","37161960500","=""37161960500""","14.72"
"37089930701, NC","37089930701","=""37089930701""","23.05"
"37071030502, NC","37071030502","=""37071030502""","17.13"
"37085070401, NC","37085070401","=""37085070401""","22.71"
"37063001801, NC","37063001801","=""37063001801""","25.33"
"37003040400, NC","37003040400","=""37003040400""","22.71"
"37097061101, NC","37097061101","=""37097061101""","18.29"
"37117970200, NC","37117970200","=""37117970200""","20.52"
"37025041200, NC","37025041200","=""37025041200""","25.55"
"37023020301, NC","37023020301","=""37023020301""","21.40"
"37117970300, NC","37117970300","=""37117970300""","23.78"
"37159051801, NC","37159051801","=""37159051801""","25.98"
"37021002402, NC","37021002402","=""37021002402""","27.29"
"37147002001, NC","37147002001","=""37147002001""","33.97"
"37057060303, NC","37057060303","=""37057060303""","18.13"
"37077970300, NC","37077970300","=""37077970300""","18.52"
"37035011504, NC","37035011504","=""37035011504""","21.22"
"37089980100, NC","37089980100","=""37089980100""","N/A"
"37049960500, NC","37049960500","=""37049960500""","21.16"
"37027030800, NC","37027030800","=""37027030800""","24.33"
"37109070400, NC","37109070400","=""37109070400""","21.03"
"37025040500, NC","37025040500","=""37025040500""","26.93"
"37189920800, NC","37189920800","=""37189920800""","9.29"
"37057060400, NC","37057060400","=""37057060400""","14.57"
"37013930502, NC","37013930502","=""37013930502""","20.79"
"37097060701, NC","37097060701","=""37097060701""","22.05"
"37101041502, NC","37101041502","=""37101041502""","24.15"
"37023021202, NC","37023021202","=""37023021202""","24.52"
"37035011602, NC","37035011602","=""37035011602""","26.14"
"37021003002, NC","37021003002","=""37021003002""","13.81"
"37021002301, NC","37021002301","=""37021002301""","19.46"
"37081016201, NC","37081016201","=""37081016201""","23.98"
"37153971000, NC","37153971000","=""37153971000""","28.39"
"37193960802, NC","37193960802","=""37193960802""","21.53"
"37041930101, NC","37041930101","=""37041930101""","25.22"
"37109071101, NC","37109071101","=""37109071101""","21.03"
"37147001500, NC","37147001500","=""37147001500""","28.72"
"37093970101, NC","37093970101","=""37093970101""","32.03"
"37049960401, NC","37049960401","=""37049960401""","12.51"
"37089931901, NC","37089931901","=""37089931901""","16.71"
"37125951000, NC","37125951000","=""37125951000""","18.91"
"37069060501, NC","37069060501","=""37069060501""","27.09"
"37101041102, NC","37101041102","=""37101041102""","27.34"
"37133000402, NC","37133000402","=""37133000402""","22.95"
"37057060201, NC","37057060201","=""37057060201""","15.52"
"37189920701, NC","37189920701","=""37189920701""","21.64"
"37131920402, NC","37131920402","=""37131920402""","13.21"
"37101040302, NC","37101040302","=""37101040302""","28.08"
"37101041101, NC","37101041101","=""37101041101""","25.85"
"37035011801, NC","37035011801","=""37035011801""","22.34"
"37027030200, NC","37027030200","=""37027030200""","21.68"
"37183053413, NC","37183053413","=""37183053413""","32.90"
"37195001000, NC","37195001000","=""37195001000""","23.19"
"37125951100, NC","37125951100","=""37125951100""","25.78"
"37189920400, NC","37189920400","=""37189920400""","8.82"
"37101040400, NC","37101040400","=""37101040400""","28.23"
"37125950602, NC","37125950602","=""37125950602""","20.22"
"37149920304, NC","37149920304","=""37149920304""","12.38"
"37171930902, NC","37171930902","=""37171930902""","16.54"
"37097061302, NC","37097061302","=""37097061302""","20.20"
"37093970102, NC","37093970102","=""37093970102""","32.48"
"37045950800, NC","37045950800","=""37045950800""","20.85"
"37159051700, NC","37159051700","=""37159051700""","26.34"
"37003040700, NC","37003040700","=""37003040700""","20.97"
"37085070802, NC","37085070802","=""37085070802""","8.28"
"37035011402, NC","37035011402","=""37035011402""","13.59"
"37085070500, NC","37085070500","=""37085070500""","20.57"
"37109071002, NC","37109071002","=""37109071002""","20.56"
"37097061102, NC","37097061102","=""37097061102""","25.75"
"37019020103, NC","37019020103","=""37019020103""","15.78"
"37035011601, NC","37035011601","=""37035011601""","25.10"
"37151031305, NC","37151031305","=""37151031305""","18.03"
"37155961301, NC","37155961301","=""37155961301""","24.82"
"37085071303, NC","37085071303","=""37085071303""","32.10"
"37049961202, NC","37049961202","=""37049961202""","7.35"
"37087920800, NC","37087920800","=""37087920800""","11.96"
"37183052807, NC","37183052807","=""37183052807""","28.46"
"37171930600, NC","37171930600","=""37171930600""","23.50"
"37071030101, NC","37071030101","=""37071030101""","22.89"
"37157040200, NC","37157040200","=""37157040200""","31.91"
"37195000802, NC","37195000802","=""37195000802""","29.74"
"37159051302, NC","37159051302","=""37159051302""","21.35"
"37023021000, NC","37023021000","=""37023021000""","18.10"
"37037020104, NC","37037020104","=""37037020104""","13.10"
"37023021301, NC","37023021301","=""37023021301""","15.33"
"37021003202, NC","37021003202","=""37021003202""","19.09"
"37127011101, NC","37127011101","=""37127011101""","19.80"
"37065021100, NC","37065021100","=""37065021100""","26.76"
"37023020202, NC","37023020202","=""37023020202""","20.03"
"37183054402, NC","37183054402","=""37183054402""","29.87"
"37183054302, NC","37183054302","=""37183054302""","29.16"
"37045950601, NC","37045950601","=""37045950601""","20.58"
"37081017100, NC","37081017100","=""37081017100""","15.44"
"37063001806, NC","37063001806","=""37063001806""","23.74"
"37169070504, NC","37169070504","=""37169070504""","25.03"
"37081016702, NC","37081016702","=""37081016702""","20.32"
"37067004102, NC","37067004102","=""37067004102""","18.91"
"37087920500, NC","37087920500","=""37087920500""","22.95"
"37031970804, NC","37031970804","=""37031970804""","24.78"
"37151031501, NC","37151031501","=""37151031501""","24.76"
"37025041301, NC","37025041301","=""37025041301""","26.46"
"37093970103, NC","37093970103","=""37093970103""","29.08"
"37139960501, NC","37139960501","=""37139960501""","22.35"
"37031970702, NC","37031970702","=""37031970702""","22.31"
"37057061803, NC","37057061803","=""37057061803""","21.17"
"37191000402, NC","37191000402","=""37191000402""","24.31"
"37155962001, NC","37155962001","=""37155962001""","26.14"
"37119006213, NC","37119006213","=""37119006213""","27.76"
"37067002901, NC","37067002901","=""37067002901""","19.18"
"37051001500, NC","37051001500","=""37051001500""","24.32"
"37045951602, NC","37045951602","=""37045951602""","21.88"
"37035010202, NC","37035010202","=""37035010202""","22.49"
"37119005906, NC","37119005906","=""37119005906""","25.76"
"37171930201, NC","37171930201","=""37171930201""","20.34"
"37081016600, NC","37081016600","=""37081016600""","21.93"
"37057060203, NC","37057060203","=""37057060203""","24.81"
"37021002605, NC","37021002605","=""37021002605""","20.94"
"37057061703, NC","37057061703","=""37057061703""","24.16"
"37113970302, NC","37113970302","=""37113970302""","22.91"
"37097061103, NC","37097061103","=""37097061103""","21.96"
"37097061001, NC","37097061001","=""37097061001""","24.19"
"37111970600, NC","37111970600","=""37111970600""","20.24"
"37085070801, NC","37085070801","=""37085070801""","25.17"
"37097061301, NC","37097061301","=""37097061301""","23.15"
"37071030501, NC","37071030501","=""37071030501""","24.37"
"37151031400, NC","37151031400","=""37151031400""","28.83"
"37001021201, NC","37001021201","=""37001021201""","24.42"
"37133001200, NC","37133001200","=""37133001200""","28.31"
"37141920103, NC","37141920103","=""37141920103""","24.60"
"37099950400, NC","37099950400","=""37099950400""","19.77"
"37173960200, NC","37173960200","=""37173960200""","14.30"
"37067003103, NC","37067003103","=""37067003103""","21.33"
"37081015402, NC","37081015402","=""37081015402""","34.13"
"37183054211, NC","37183054211","=""37183054211""","34.44"
"37097060703, NC","37097060703","=""37097060703""","21.04"
"37071030401, NC","37071030401","=""37071030401""","24.71"
"37139960502, NC","37139960502","=""37139960502""","21.72"
"37141920101, NC","37141920101","=""37141920101""","9.84"
"37135011204, NC","37135011204","=""37135011204""","22.17"
"37067002904, NC","37067002904","=""37067002904""","18.81"
"37019020506, NC","37019020506","=""37019020506""","19.65"
"37025041502, NC","37025041502","=""37025041502""","25.22"
"37087920600, NC","37087920600","=""37087920600""","15.97"
"37105030401, NC","37105030401","=""37105030401""","27.24"
"37019020102, NC","37019020102","=""37019020102""","21.71"
"37161960900, NC","37161960900","=""37161960900""","24.15"
"37047930900, NC","37047930900","=""37047930900""","25.61"
"37163970600, NC","37163970600","=""37163970600""","18.77"
"37191000102, NC","37191000102","=""37191000102""","22.73"
"37189920703, NC","37189920703","=""37189920703""","17.71"
"37045951503, NC","37045951503","=""37045951503""","28.80"
"37035011701, NC","37035011701","=""37035011701""","24.58"
"37179020701, NC","37179020701","=""37179020701""","24.01"
"37019020404, NC","37019020404","=""37019020404""","23.69"
"37019020508, NC","37019020508","=""37019020508""","3.37"
"37109071102, NC","37109071102","=""37109071102""","23.14"
"37045950700, NC","37045950700","=""37045950700""","15.63"
"37159051301, NC","37159051301","=""37159051301""","20.46"
"37031970801, NC","37031970801","=""37031970801""","20.40"
"37057061701, NC","37057061701","=""37057061701""","22.11"
"37057060304, NC","37057060304","=""37057060304""","22.77"
"37049961302, NC","37049961302","=""37049961302""","32.83"
"37183053108, NC","37183053108","=""37183053108""","26.69"
"37001021600, NC","37001021600","=""37001021600""","16.72"
"37151030502, NC","37151030502","=""37151030502""","20.55"
"37071030402, NC","37071030402","=""37071030402""","22.36"
"37081016800, NC","37081016800","=""37081016800""","20.74"
"37141920202, NC","37141920202","=""37141920202""","20.17"
"37119006204, NC","37119006204","=""37119006204""","18.22"
"37183053109, NC","37183053109","=""37183053109""","30.18"
"37081015401, NC","37081015401","=""37081015401""","23.88"
"37119006302, NC","37119006302","=""37119006302""","28.21"
"37051980200, NC","37051980200","=""37051980200""","0.00"
"37023020900, NC","37023020900","=""37023020900""","19.89"
"37193960801, NC","37193960801","=""37193960801""","24.73"
"37183054403, NC","37183054403","=""37183054403""","20.64"
"37179020601, NC","37179020601","=""37179020601""","29.86"
"37035011401, NC","37035011401","=""37035011401""","25.28"
"37183054109, NC","37183054109","=""37183054109""","23.53"
"37001021204, NC","37001021204","=""37001021204""","25.50"
"37071030301, NC","37071030301","=""37071030301""","17.86"
"37135010902, NC","37135010902","=""37135010902""","25.07"
"37019020304, NC","37019020304","=""37019020304""","5.06"
"37159051102, NC","37159051102","=""37159051102""","30.20"
"37081012803, NC","37081012803","=""37081012803""","28.06"
"37019020403, NC","37019020403","=""37019020403""","15.24"
"37089930502, NC","37089930502","=""37089930502""","20.57"
"37147001401, NC","37147001401","=""37147001401""","25.91"
"37189920300, NC","37189920300","=""37189920300""","14.80"
"37183052808, NC","37183052808","=""37183052808""","22.95"
"37179021010, NC","37179021010","=""37179021010""","30.19"
"37059080500, NC","37059080500","=""37059080500""","23.99"
"37097061201, NC","37097061201","=""37097061201""","23.76"
"37129011800, NC","37129011800","=""37129011800""","16.15"
"37019020306, NC","37019020306","=""37019020306""","14.98"
"37135011000, NC","37135011000","=""37135011000""","24.14"
"37161960700, NC","37161960700","=""37161960700""","18.95"
"37089930300, NC","37089930300","=""37089930300""","19.85"
"37101041002, NC","37101041002","=""37101041002""","26.11"
"37031970903, NC","37031970903","=""37031970903""","12.31"
"37097061202, NC","37097061202","=""37097061202""","20.66"
"37019020509, NC","37019020509","=""37019020509""","15.55"
"37183053804, NC","37183053804","=""37183053804""","29.20"
"37101040301, NC","37101040301","=""37101040301""","28.97"
"37133001300, NC","37133001300","=""37133001300""","27.11"
"37147001002, NC","37147001002","=""37147001002""","27.44"
"37169070501, NC","37169070501","=""37169070501""","21.34"
"37085070100, NC","37085070100","=""37085070100""","23.92"
"37057061100, NC","37057061100","=""37057061100""","21.04"
"37051003201, NC","37051003201","=""37051003201""","31.74"
"37051003600, NC","37051003600","=""37051003600""","26.73"
"37035011102, NC","37035011102","=""37035011102""","24.37"
"37077970703, NC","37077970703","=""37077970703""","17.15"
"37171930202, NC","37171930202","=""37171930202""","20.63"
"37097061303, NC","37097061303","=""37097061303""","26.63"
"37081015902, NC","37081015902","=""37081015902""","27.08"
"37151031505, NC","37151031505","=""37151031505""","21.81"
"37001022001, NC","37001022001","=""37001022001""","23.24"
"37155960501, NC","37155960501","=""37155960501""","29.82"
"37179020203, NC","37179020203","=""37179020203""","20.92"
"37159051400, NC","37159051400","=""37159051400""","21.03"
"37023020801, NC","37023020801","=""37023020801""","18.79"
"37021002504, NC","37021002504","=""37021002504""","19.71"
"37159051202, NC","37159051202","=""37159051202""","25.91"
"37021002803, NC","37021002803","=""37021002803""","24.66"
"37019020405, NC","37019020405","=""37019020405""","14.52"
"37023021100, NC","37023021100","=""37023021100""","22.24"
"37067002807, NC","37067002807","=""37067002807""","21.25"
"37089930703, NC","37089930703","=""37089930703""","16.61"
"37035010201, NC","37035010201","=""37035010201""","26.37"
"37035011101, NC","37035011101","=""37035011101""","22.33"
"37097061408, NC","37097061408","=""37097061408""","33.73"
"37189920602, NC","37189920602","=""37189920602""","10.52"
"37183053420, NC","37183053420","=""37183053420""","30.99"
"37125950802, NC","37125950802","=""37125950802""","10.39"
"37183053009, NC","37183053009","=""37183053009""","30.59"
"37081016701, NC","37081016701","=""37081016701""","29.33"
"37183054404, NC","37183054404","=""37183054404""","26.27"
"37081015500, NC","37081015500","=""37081015500""","28.90"
"37109070901, NC","37109070901","=""37109070901""","25.81"
"37085070200, NC","37085070200","=""37085070200""","19.20"
"37183053110, NC","37183053110","=""37183053110""","26.22"
"37021003203, NC","37021003203","=""37021003203""","22.28"
"37193961100, NC","37193961100","=""37193961100""","20.57"
"37037020103, NC","37037020103","=""37037020103""","20.76"
"37149920303, NC","37149920303","=""37149920303""","20.16"
"37169070503, NC","37169070503","=""37169070503""","20.00"
"37147000800, NC","37147000800","=""37147000800""","29.13"
"37101041001, NC","37101041001","=""37101041001""","28.26"
"37179020401, NC","37179020401","=""37179020401""","25.01"
"37133000403, NC","37133000403","=""37133000403""","8.04"
"37157041500, NC","37157041500","=""37157041500""","16.70"
"37183053412, NC","37183053412","=""37183053412""","31.14"
"37183053008, NC","37183053008","=""37183053008""","16.72"
"37175960300, NC","37175960300","=""37175960300""","14.67"
"37025041501, NC","37025041501","=""37025041501""","30.75"
"37183052904, NC","37183052904","=""37183052904""","24.50"
"37195000700, NC","37195000700","=""37195000700""","17.89"
"37035011300, NC","37035011300","=""37035011300""","28.44"
"37063001601, NC","37063001601","=""37063001601""","19.91"
"37129012300, NC","37129012300","=""37129012300""","21.83"
"37119005714, NC","37119005714","=""37119005714""","21.57"
"37037020402, NC","37037020402","=""37037020402""","31.56"
"37119006304, NC","37119006304","=""37119006304""","32.36"
"37159051201, NC","37159051201","=""37159051201""","24.68"
"37183053201, NC","37183053201","=""37183053201""","31.41"
"37049961002, NC","37049961002","=""37049961002""","21.57"
"37071032402, NC","37071032402","=""37071032402""","21.84"
"37097061407, NC","37097061407","=""37097061407""","21.41"
"37133000700, NC","37133000700","=""37133000700""","47.83"
"37149920104, NC","37149920104","=""37149920104""","19.70"
"37013930501, NC","37013930501","=""37013930501""","17.22"
"37063001603, NC","37063001603","=""37063001603""","23.10"
"37085070300, NC","37085070300","=""37085070300""","22.22"
"37155960503, NC","37155960503","=""37155960503""","24.23"
"37133000600, NC","37133000600","=""37133000600""","0.17"
"37081016003, NC","37081016003","=""37081016003""","27.66"
"37001021703, NC","37001021703","=""37001021703""","16.69"
"37027030700, NC","37027030700","=""37027030700""","17.55"
"37049961301, NC","37049961301","=""37049961301""","23.76"
"37129011603, NC","37129011603","=""37129011603""","17.07"
"37085071302, NC","37085071302","=""37085071302""","34.12"
"37155960801, NC","37155960801","=""37155960801""","25.71"
"37129012105, NC","37129012105","=""37129012105""","23.62"
"37097061406, NC","37097061406","=""37097061406""","27.55"
"37157040501, NC","37157040501","=""37157040501""","18.87"
"37167930500, NC","37167930500","=""37167930500""","22.33"
"37167931202, NC","37167931202","=""37167931202""","25.06"
"37119005911, NC","37119005911","=""37119005911""","25.35"
"37071030302, NC","37071030302","=""37071030302""","23.92"
"37063001604, NC","37063001604","=""37063001604""","20.39"
"37151031601, NC","37151031601","=""37151031601""","25.53"
"37089931500, NC","37089931500","=""37089931500""","14.78"
"37145920300, NC","37145920300","=""37145920300""","19.61"
"37067004009, NC","37067004009","=""37067004009""","21.73"
"37085070902, NC","37085070902","=""37085070902""","30.42"
"37021002101, NC","37021002101","=""37021002101""","22.30"
"37085071203, NC","37085071203","=""37085071203""","35.80"
"37089930402, NC","37089930402","=""37089930402""","18.64"
"37071030204, NC","37071030204","=""37071030204""","26.27"
"37191001102, NC","37191001102","=""37191001102""","19.68"
"37019020104, NC","37019020104","=""37019020104""","29.26"
"37081016203, NC","37081016203","=""37081016203""","20.86"
"37119006215, NC","37119006215","=""37119006215""","26.51"
"37167930300, NC","37167930300","=""37167930300""","22.01"
"37151031303, NC","37151031303","=""37151031303""","22.19"
"37065020200, NC","37065020200","=""37065020200""","24.32"
"37035010102, NC","37035010102","=""37035010102""","18.45"
"37071030203, NC","37071030203","=""37071030203""","20.41"
"37165010300, NC","37165010300","=""37165010300""","25.44"
"37097061104, NC","37097061104","=""37097061104""","22.91"
"37071033307, NC","37071033307","=""37071033307""","15.34"
"37097060603, NC","37097060603","=""37097060603""","24.81"
"37031971002, NC","37031971002","=""37031971002""","10.29"
"37159051600, NC","37159051600","=""37159051600""","23.13"
"37183053107, NC","37183053107","=""37183053107""","26.83"
"37027030300, NC","37027030300","=""37027030300""","26.20"
"37155960702, NC","37155960702","=""37155960702""","29.60"
"37119006404, NC","37119006404","=""37119006404""","32.38"
"37183052902, NC","37183052902","=""37183052902""","23.37"
"37191000800, NC","37191000800","=""37191000800""","13.57"
"37179020308, NC","37179020308","=""37179020308""","28.45"
"37133001000, NC","37133001000","=""37133001000""","6.20"
"37097061003, NC","37097061003","=""37097061003""","29.72"
"37153970900, NC","37153970900","=""37153970900""","24.77"
"37159051002, NC","37159051002","=""37159051002""","26.18"
"37179021011, NC","37179021011","=""37179021011""","34.56"
"37171930901, NC","37171930901","=""37171930901""","24.67"
"37081016502, NC","37081016502","=""37081016502""","21.96"
"37085070904, NC","37085070904","=""37085070904""","27.35"
"37057061201, NC","37057061201","=""37057061201""","19.36"
"37037020105, NC","37037020105","=""37037020105""","23.49"
"37105030501, NC","37105030501","=""37105030501""","12.29"
"37133001101, NC","37133001101","=""37133001101""","28.94"
"37179021004, NC","37179021004","=""37179021004""","31.04"
"37101040700, NC","37101040700","=""37101040700""","16.18"
"37057061202, NC","37057061202","=""37057061202""","22.75"
"37071033500, NC","37071033500","=""37071033500""","21.89"
"37071031600, NC","37071031600","=""37071031600""","23.69"
"37183054113, NC","37183054113","=""37183054113""","21.15"
"37147001303, NC","37147001303","=""37147001303""","24.85"
"37109071203, NC","37109071203","=""37109071203""","23.48"
"37019020507, NC","37019020507","=""37019020507""","6.93"
"37025042603, NC","37025042603","=""37025042603""","23.07"
"37179020602, NC","37179020602","=""37179020602""","23.59"
"37157040400, NC","37157040400","=""37157040400""","22.72"
"37063002028, NC","37063002028","=""37063002028""","17.41"
"37129012203, NC","37129012203","=""37129012203""","9.85"
"37071032502, NC","37071032502","=""37071032502""","25.18"
"37085070903, NC","37085070903","=""37085070903""","27.40"
"37183980200, NC","37183980200","=""37183980200""","N/A"
"37049961201, NC","37049961201","=""37049961201""","31.46"
"37129012101, NC","37129012101","=""37129012101""","19.92"
"37165010102, NC","37165010102","=""37165010102""","25.59"
"37019020512, NC","37019020512","=""37019020512""","9.33"
"37109070300, NC","37109070300","=""37109070300""","19.83"
"37071031704, NC","37071031704","=""37071031704""","25.28"
"37189921000, NC","37189921000","=""37189921000""","6.84"
"37183054108, NC","37183054108","=""37183054108""","26.39"
"37067002809, NC","37067002809","=""37067002809""","15.34"
"37063980100, NC","37063980100","=""37063980100""","N/A"
"37025041503, NC","37025041503","=""37025041503""","25.68"
