"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"37071032800, NC","37071032800","=""37071032800""","27.64"
"37035010501, NC","37035010501","=""37035010501""","22.34"
"37089931300, NC","37089931300","=""37089931300""","21.94"
"37057060700, NC","37057060700","=""37057060700""","27.07"
"37119003802, NC","37119003802","=""37119003802""","26.34"
"37119005618, NC","37119005618","=""37119005618""","25.70"
"37085070901, NC","37085070901","=""37085070901""","22.99"
"37025042504, NC","37025042504","=""37025042504""","20.44"
"37083930200, NC","37083930200","=""37083930200""","30.02"
"37159050500, NC","37159050500","=""37159050500""","11.41"
"37063001708, NC","37063001708","=""37063001708""","32.97"
"37097060300, NC","37097060300","=""37097060300""","27.08"
"37097060200, NC","37097060200","=""37097060200""","33.91"
"37119005847, NC","37119005847","=""37119005847""","25.58"
"37081012805, NC","37081012805","=""37081012805""","14.98"
"37119006106, NC","37119006106","=""37119006106""","18.73"
"37183052706, NC","37183052706","=""37183052706""","23.00"
"37051003313, NC","37051003313","=""37051003313""","32.41"
"37071032507, NC","37071032507","=""37071032507""","25.18"
"37071032302, NC","37071032302","=""37071032302""","26.84"
"37119005907, NC","37119005907","=""37119005907""","33.21"
"37051000701, NC","37051000701","=""37051000701""","24.38"
"37181960500, NC","37181960500","=""37181960500""","18.22"
"37051003402, NC","37051003402","=""37051003402""","0.00"
"37119002904, NC","37119002904","=""37119002904""","22.70"
"37183053003, NC","37183053003","=""37183053003""","20.96"
"37183053522, NC","37183053522","=""37183053522""","24.92"
"37183053608, NC","37183053608","=""37183053608""","30.37"
"37119005837, NC","37119005837","=""37119005837""","26.17"
"37081015703, NC","37081015703","=""37081015703""","19.48"
"37191001400, NC","37191001400","=""37191001400""","27.57"
"37171930302, NC","37171930302","=""37171930302""","22.22"
"37019020309, NC","37019020309","=""37019020309""","10.57"
"37067001601, NC","37067001601","=""37067001601""","25.64"
"37133001400, NC","37133001400","=""37133001400""","23.77"
"37081016306, NC","37081016306","=""37081016306""","16.97"
"37081016006, NC","37081016006","=""37081016006""","22.96"
"37129012009, NC","37129012009","=""37129012009""","25.41"
"37119005519, NC","37119005519","=""37119005519""","29.13"
"37063002025, NC","37063002025","=""37063002025""","25.78"
"37179020310, NC","37179020310","=""37179020310""","30.30"
"37119006108, NC","37119006108","=""37119006108""","30.59"
"37129980100, NC","37129980100","=""37129980100""","N/A"
"37183053607, NC","37183053607","=""37183053607""","29.69"
"37183054016, NC","37183054016","=""37183054016""","19.86"
"37051003204, NC","37051003204","=""37051003204""","28.36"
"37031970403, NC","37031970403","=""37031970403""","11.62"
"37119003013, NC","37119003013","=""37119003013""","23.57"
"37159051501, NC","37159051501","=""37159051501""","26.58"
"37119002003, NC","37119002003","=""37119002003""","19.22"
"37119005403, NC","37119005403","=""37119005403""","27.01"
"37183052707, NC","37183052707","=""37183052707""","27.13"
"37063002021, NC","37063002021","=""37063002021""","12.29"
"37031970602, NC","37031970602","=""37031970602""","14.96"
"37063002007, NC","37063002007","=""37063002007""","17.52"
"37071031800, NC","37071031800","=""37071031800""","24.28"
"37129012103, NC","37129012103","=""37129012103""","21.46"
"37183053724, NC","37183053724","=""37183053724""","28.08"
"37183053506, NC","37183053506","=""37183053506""","13.13"
"37019020510, NC","37019020510","=""37019020510""","13.15"
"37067002702, NC","37067002702","=""37067002702""","24.17"
"37183052504, NC","37183052504","=""37183052504""","17.42"
"37063001706, NC","37063001706","=""37063001706""","17.00"
"37051002100, NC","37051002100","=""37051002100""","20.38"
"37051003500, NC","37051003500","=""37051003500""","23.57"
"37119003902, NC","37119003902","=""37119003902""","31.60"
"37051003406, NC","37051003406","=""37051003406""","23.17"
"37057061400, NC","37057061400","=""37057061400""","26.43"
"37119006009, NC","37119006009","=""37119006009""","27.53"
"37063002026, NC","37063002026","=""37063002026""","25.44"
"37129012201, NC","37129012201","=""37129012201""","14.45"
"37071033204, NC","37071033204","=""37071033204""","33.27"
"37071031004, NC","37071031004","=""37071031004""","16.94"
"37067003311, NC","37067003311","=""37067003311""","26.81"
"37135010706, NC","37135010706","=""37135010706""","29.06"
"37135011901, NC","37135011901","=""37135011901""","22.19"
"37119002002, NC","37119002002","=""37119002002""","25.88"
"37129011903, NC","37129011903","=""37129011903""","3.15"
"37051002001, NC","37051002001","=""37051002001""","22.42"
"37119001508, NC","37119001508","=""37119001508""","26.46"
"37119005619, NC","37119005619","=""37119005619""","32.08"
"37119005604, NC","37119005604","=""37119005604""","1.79"
"37119005301, NC","37119005301","=""37119005301""","35.61"
"37001020601, NC","37001020601","=""37001020601""","16.96"
"37021000500, NC","37021000500","=""37021000500""","18.12"
"37067002701, NC","37067002701","=""37067002701""","33.06"
"37119006211, NC","37119006211","=""37119006211""","32.76"
"37081016303, NC","37081016303","=""37081016303""","18.38"
"37119006109, NC","37119006109","=""37119006109""","17.45"
"37119005613, NC","37119005613","=""37119005613""","30.25"
"37183053409, NC","37183053409","=""37183053409""","29.72"
"37119005520, NC","37119005520","=""37119005520""","29.45"
"37023020500, NC","37023020500","=""37023020500""","22.06"
"37067003908, NC","37067003908","=""37067003908""","20.90"
"37135012202, NC","37135012202","=""37135012202""","29.27"
"37045951000, NC","37045951000","=""37045951000""","29.30"
"37067003702, NC","37067003702","=""37067003702""","21.73"
"37067004013, NC","37067004013","=""37067004013""","28.75"
"37071031202, NC","37071031202","=""37071031202""","14.12"
"37001021702, NC","37001021702","=""37001021702""","13.80"
"37025042503, NC","37025042503","=""37025042503""","26.75"
"37119005848, NC","37119005848","=""37119005848""","30.62"
"37071033303, NC","37071033303","=""37071033303""","20.79"
"37119006303, NC","37119006303","=""37119006303""","28.63"
"37071032600, NC","37071032600","=""37071032600""","23.61"
"37081016205, NC","37081016205","=""37081016205""","29.35"
"37001020502, NC","37001020502","=""37001020502""","29.38"
"37119006214, NC","37119006214","=""37119006214""","25.29"
"37119005834, NC","37119005834","=""37119005834""","29.60"
"37119005825, NC","37119005825","=""37119005825""","21.22"
"37183053523, NC","37183053523","=""37183053523""","23.12"
"37081012804, NC","37081012804","=""37081012804""","21.14"
"37071033100, NC","37071033100","=""37071033100""","24.84"
"37119005100, NC","37119005100","=""37119005100""","20.17"
"37049960600, NC","37049960600","=""37049960600""","22.91"
"37025042300, NC","37025042300","=""37025042300""","26.42"
"37021001300, NC","37021001300","=""37021001300""","20.93"
"37129010800, NC","37129010800","=""37129010800""","25.19"
"37107010500, NC","37107010500","=""37107010500""","30.22"
"37101040800, NC","37101040800","=""37101040800""","17.39"
"37183053711, NC","37183053711","=""37183053711""","21.42"
"37067003701, NC","37067003701","=""37067003701""","34.54"
"37119006107, NC","37119006107","=""37119006107""","23.01"
"37063002013, NC","37063002013","=""37063002013""","20.40"
"37119005815, NC","37119005815","=""37119005815""","21.74"
"37081016503, NC","37081016503","=""37081016503""","22.80"
"37129011902, NC","37129011902","=""37129011902""","15.01"
"37191001800, NC","37191001800","=""37191001800""","28.49"
"37183054018, NC","37183054018","=""37183054018""","20.81"
"37119005404, NC","37119005404","=""37119005404""","19.22"
"37129012006, NC","37129012006","=""37129012006""","18.81"
"37119003903, NC","37119003903","=""37119003903""","43.14"
"37051003302, NC","37051003302","=""37051003302""","25.25"
"37083930400, NC","37083930400","=""37083930400""","26.41"
"37119005816, NC","37119005816","=""37119005816""","22.53"
"37135011800, NC","37135011800","=""37135011800""","17.26"
"37129010502, NC","37129010502","=""37129010502""","15.54"
"37081012703, NC","37081012703","=""37081012703""","22.74"
"37119005835, NC","37119005835","=""37119005835""","23.70"
"37025042402, NC","37025042402","=""37025042402""","29.27"
"37081016305, NC","37081016305","=""37081016305""","21.07"
"37035010900, NC","37035010900","=""37035010900""","19.35"
"37063002008, NC","37063002008","=""37063002008""","22.30"
"37119001505, NC","37119001505","=""37119001505""","28.36"
"37051002200, NC","37051002200","=""37051002200""","16.06"
"37179020314, NC","37179020314","=""37179020314""","26.52"
"37129012010, NC","37129012010","=""37129012010""","26.05"
"37081015707, NC","37081015707","=""37081015707""","19.85"
"37051003304, NC","37051003304","=""37051003304""","16.23"
"37191001900, NC","37191001900","=""37191001900""","24.74"
"37051003404, NC","37051003404","=""37051003404""","0.00"
"37081012511, NC","37081012511","=""37081012511""","18.78"
"37067002703, NC","37067002703","=""37067002703""","18.60"
"37119006406, NC","37119006406","=""37119006406""","26.08"
"37183054012, NC","37183054012","=""37183054012""","21.71"
"37119005918, NC","37119005918","=""37119005918""","26.25"
"37139960200, NC","37139960200","=""37139960200""","18.56"
"37051000600, NC","37051000600","=""37051000600""","19.81"
"37067001800, NC","37067001800","=""37067001800""","29.12"
"37097061501, NC","37097061501","=""37097061501""","27.33"
"37119003008, NC","37119003008","=""37119003008""","16.06"
"37119003011, NC","37119003011","=""37119003011""","22.88"
"37119005611, NC","37119005611","=""37119005611""","26.92"
"37119005844, NC","37119005844","=""37119005844""","31.99"
"37081012505, NC","37081012505","=""37081012505""","20.37"
"37119005617, NC","37119005617","=""37119005617""","26.04"
"37119005916, NC","37119005916","=""37119005916""","28.35"
"37119005514, NC","37119005514","=""37119005514""","17.22"
"37183051700, NC","37183051700","=""37183051700""","26.49"
"37195000502, NC","37195000502","=""37195000502""","22.07"
"37183053419, NC","37183053419","=""37183053419""","27.78"
"37067002601, NC","37067002601","=""37067002601""","13.90"
"37071031201, NC","37071031201","=""37071031201""","22.24"
"37127010400, NC","37127010400","=""37127010400""","26.28"
"37045951100, NC","37045951100","=""37045951100""","23.42"
"37179020313, NC","37179020313","=""37179020313""","26.19"
"37051003203, NC","37051003203","=""37051003203""","24.33"
"37119005833, NC","37119005833","=""37119005833""","18.58"
"37081012604, NC","37081012604","=""37081012604""","22.28"
"37119004305, NC","37119004305","=""37119004305""","31.46"
"37081016007, NC","37081016007","=""37081016007""","16.28"
"37067002502, NC","37067002502","=""37067002502""","22.01"
"37001020802, NC","37001020802","=""37001020802""","28.11"
"37133002201, NC","37133002201","=""37133002201""","17.85"
"37183054015, NC","37183054015","=""37183054015""","27.58"
"37147000502, NC","37147000502","=""37147000502""","12.28"
"37021000900, NC","37021000900","=""37021000900""","21.18"
"37081014503, NC","37081014503","=""37081014503""","27.86"
"37071031401, NC","37071031401","=""37071031401""","30.66"
"37119005845, NC","37119005845","=""37119005845""","35.42"
"37021000800, NC","37021000800","=""37021000800""","16.85"
"37031970601, NC","37031970601","=""37031970601""","16.37"
"37183053603, NC","37183053603","=""37183053603""","28.04"
"37183053415, NC","37183053415","=""37183053415""","32.93"
"37119005917, NC","37119005917","=""37119005917""","21.65"
"37183053410, NC","37183053410","=""37183053410""","34.60"
"37067003404, NC","37067003404","=""37067003404""","36.51"
"37081014406, NC","37081014406","=""37081014406""","18.52"
"37105030300, NC","37105030300","=""37105030300""","28.43"
"37051002402, NC","37051002402","=""37051002402""","21.79"
"37051003312, NC","37051003312","=""37051003312""","24.23"
"37081016506, NC","37081016506","=""37081016506""","25.62"
"37081012612, NC","37081012612","=""37081012612""","26.73"
"37183052705, NC","37183052705","=""37183052705""","18.23"
"37051000900, NC","37051000900","=""37051000900""","18.56"
"37119006008, NC","37119006008","=""37119006008""","24.01"
"37081014300, NC","37081014300","=""37081014300""","27.42"
"37119003015, NC","37119003015","=""37119003015""","20.91"
"37097060500, NC","37097060500","=""37097060500""","23.27"
"37119002004, NC","37119002004","=""37119002004""","20.49"
"37081014410, NC","37081014410","=""37081014410""","20.37"
"37001020100, NC","37001020100","=""37001020100""","19.66"
"37195000501, NC","37195000501","=""37195000501""","20.02"
"37129011605, NC","37129011605","=""37129011605""","14.19"
"37119005709, NC","37119005709","=""37119005709""","19.32"
"37049960900, NC","37049960900","=""37049960900""","20.59"
"37071030901, NC","37071030901","=""37071030901""","21.03"
"37119005841, NC","37119005841","=""37119005841""","29.18"
"37067002200, NC","37067002200","=""37067002200""","18.29"
"37051003309, NC","37051003309","=""37051003309""","21.61"
"37107010600, NC","37107010600","=""37107010600""","18.22"
"37119005826, NC","37119005826","=""37119005826""","19.13"
"37081014412, NC","37081014412","=""37081014412""","17.65"
"37183051900, NC","37183051900","=""37183051900""","20.04"
"37119004304, NC","37119004304","=""37119004304""","30.88"
"37071032100, NC","37071032100","=""37071032100""","26.73"
"37183053707, NC","37183053707","=""37183053707""","17.78"
"37035010402, NC","37035010402","=""37035010402""","18.01"
"37135011902, NC","37135011902","=""37135011902""","22.99"
"37097061601, NC","37097061601","=""37097061601""","28.94"
"37081013700, NC","37081013700","=""37081013700""","18.27"
"37119003012, NC","37119003012","=""37119003012""","24.95"
"37183052301, NC","37183052301","=""37183052301""","4.67"
"37051002503, NC","37051002503","=""37051002503""","21.41"
"37119005512, NC","37119005512","=""37119005512""","25.51"
"37147000602, NC","37147000602","=""37147000602""","16.43"
"37119005817, NC","37119005817","=""37119005817""","23.95"
"37063002024, NC","37063002024","=""37063002024""","18.41"
"37119006209, NC","37119006209","=""37119006209""","19.74"
"37081011905, NC","37081011905","=""37081011905""","30.48"
"37067003909, NC","37067003909","=""37067003909""","19.63"
"37119005846, NC","37119005846","=""37119005846""","31.65"
"37107010300, NC","37107010300","=""37107010300""","36.30"
"37067003906, NC","37067003906","=""37067003906""","22.50"
"37001021701, NC","37001021701","=""37001021701""","15.90"
"37051000500, NC","37051000500","=""37051000500""","24.06"
"37183052102, NC","37183052102","=""37183052102""","33.66"
"37067001300, NC","37067001300","=""37067001300""","5.72"
"37025040703, NC","37025040703","=""37025040703""","29.25"
"37119002200, NC","37119002200","=""37119002200""","23.11"
"37051001100, NC","37051001100","=""37051001100""","23.13"
"37081014200, NC","37081014200","=""37081014200""","32.27"
"37081015705, NC","37081015705","=""37081015705""","11.99"
"37183053725, NC","37183053725","=""37183053725""","22.97"
"37119004303, NC","37119004303","=""37119004303""","23.65"
"37071032000, NC","37071032000","=""37071032000""","23.37"
"37081012508, NC","37081012508","=""37081012508""","18.74"
"37119006407, NC","37119006407","=""37119006407""","32.34"
"37119002903, NC","37119002903","=""37119002903""","22.59"
"37051001903, NC","37051001903","=""37051001903""","20.04"
"37071031402, NC","37071031402","=""37071031402""","17.99"
"37153970500, NC","37153970500","=""37153970500""","22.92"
"37119001200, NC","37119001200","=""37119001200""","18.39"
"37119005910, NC","37119005910","=""37119005910""","26.39"
"37081011300, NC","37081011300","=""37081011300""","25.73"
"37183053505, NC","37183053505","=""37183053505""","18.90"
"37021001500, NC","37021001500","=""37021001500""","22.88"
"37183053517, NC","37183053517","=""37183053517""","32.32"
"37119005612, NC","37119005612","=""37119005612""","20.21"
"37129012008, NC","37129012008","=""37129012008""","17.49"
"37129012007, NC","37129012007","=""37129012007""","10.13"
"37151030201, NC","37151030201","=""37151030201""","17.40"
"37063000102, NC","37063000102","=""37063000102""","20.69"
"37025041901, NC","37025041901","=""37025041901""","31.44"
"37063001711, NC","37063001711","=""37063001711""","24.47"
"37135010705, NC","37135010705","=""37135010705""","16.77"
"37183051600, NC","37183051600","=""37183051600""","21.93"
"37179020309, NC","37179020309","=""37179020309""","20.64"
"37119003103, NC","37119003103","=""37119003103""","13.61"
"37119002906, NC","37119002906","=""37119002906""","22.28"
"37051001800, NC","37051001800","=""37051001800""","20.76"
"37111970400, NC","37111970400","=""37111970400""","24.19"
"37081012510, NC","37081012510","=""37081012510""","18.68"
"37119005811, NC","37119005811","=""37119005811""","16.04"
"37183052406, NC","37183052406","=""37183052406""","17.60"
"37183052002, NC","37183052002","=""37183052002""","29.89"
"37067001602, NC","37067001602","=""37067001602""","34.95"
"37119003807, NC","37119003807","=""37119003807""","33.31"
"37051001902, NC","37051001902","=""37051001902""","21.38"
"37183051501, NC","37183051501","=""37183051501""","19.12"
"37071032506, NC","37071032506","=""37071032506""","22.40"
"37031970402, NC","37031970402","=""37031970402""","21.35"
"37063001710, NC","37063001710","=""37063001710""","29.83"
"37119001917, NC","37119001917","=""37119001917""","29.13"
"37119003102, NC","37119003102","=""37119003102""","20.10"
"37025040800, NC","37025040800","=""37025040800""","19.27"
"37119001922, NC","37119001922","=""37119001922""","26.87"
"37183053204, NC","37183053204","=""37183053204""","31.40"
"37171930400, NC","37171930400","=""37171930400""","23.85"
"37183051800, NC","37183051800","=""37183051800""","16.41"
"37021001000, NC","37021001000","=""37021001000""","24.26"
"37135011500, NC","37135011500","=""37135011500""","13.07"
"37063002015, NC","37063002015","=""37063002015""","27.45"
"37025042102, NC","37025042102","=""37025042102""","31.66"
"37021001100, NC","37021001100","=""37021001100""","19.00"
"37125950900, NC","37125950900","=""37125950900""","9.50"
"37067001200, NC","37067001200","=""37067001200""","22.93"
"37081014409, NC","37081014409","=""37081014409""","20.64"
"37035010700, NC","37035010700","=""37035010700""","16.60"
"37119004100, NC","37119004100","=""37119004100""","11.66"
"37129011904, NC","37129011904","=""37129011904""","14.29"
"37067003903, NC","37067003903","=""37067003903""","24.16"
"37081011904, NC","37081011904","=""37081011904""","25.97"
"37071032704, NC","37071032704","=""37071032704""","18.57"
"37105030200, NC","37105030200","=""37105030200""","34.67"
"37119001702, NC","37119001702","=""37119001702""","21.84"
"37081012503, NC","37081012503","=""37081012503""","21.83"
"37071031102, NC","37071031102","=""37071031102""","19.08"
"37025042101, NC","37025042101","=""37025042101""","26.85"
"37129010900, NC","37129010900","=""37129010900""","19.43"
"37189920500, NC","37189920500","=""37189920500""","2.03"
"37183052407, NC","37183052407","=""37183052407""","19.17"
"37119001916, NC","37119001916","=""37119001916""","25.34"
"37151031503, NC","37151031503","=""37151031503""","19.86"
"37119006212, NC","37119006212","=""37119006212""","24.96"
"37119005200, NC","37119005200","=""37119005200""","25.66"
"37119001914, NC","37119001914","=""37119001914""","27.70"
"37051000702, NC","37051000702","=""37051000702""","21.87"
"37119001509, NC","37119001509","=""37119001509""","27.83"
"37081013800, NC","37081013800","=""37081013800""","27.98"
"37183053714, NC","37183053714","=""37183053714""","17.39"
"37119004500, NC","37119004500","=""37119004500""","35.79"
"37119002905, NC","37119002905","=""37119002905""","28.34"
"37081014000, NC","37081014000","=""37081014000""","29.04"
"37051001000, NC","37051001000","=""37051001000""","15.01"
"37081010200, NC","37081010200","=""37081010200""","22.43"
"37081014411, NC","37081014411","=""37081014411""","24.80"
"37051002002, NC","37051002002","=""37051002002""","23.86"
"37025040701, NC","37025040701","=""37025040701""","22.06"
"37051001901, NC","37051001901","=""37051001901""","23.82"
"37183054001, NC","37183054001","=""37183054001""","15.47"
"37119005842, NC","37119005842","=""37119005842""","25.34"
"37119001504, NC","37119001504","=""37119001504""","36.34"
"37001020200, NC","37001020200","=""37001020200""","28.96"
"37051002401, NC","37051002401","=""37051002401""","26.00"
"37107010700, NC","37107010700","=""37107010700""","12.63"
"37183053520, NC","37183053520","=""37183053520""","23.92"
"37081012705, NC","37081012705","=""37081012705""","19.58"
"37063000101, NC","37063000101","=""37063000101""","25.83"
"37183052505, NC","37183052505","=""37183052505""","19.07"
"37063000401, NC","37063000401","=""37063000401""","20.63"
"37063000700, NC","37063000700","=""37063000700""","20.93"
"37159050400, NC","37159050400","=""37159050400""","20.71"
"37025042502, NC","37025042502","=""37025042502""","19.34"
"37119005830, NC","37119005830","=""37119005830""","21.84"
"37183053715, NC","37183053715","=""37183053715""","21.69"
"37183052001, NC","37183052001","=""37183052001""","31.71"
"37183052602, NC","37183052602","=""37183052602""","18.78"
"37183054007, NC","37183054007","=""37183054007""","20.26"
"37071031900, NC","37071031900","=""37071031900""","25.15"
"37031970605, NC","37031970605","=""37031970605""","15.40"
"37001021000, NC","37001021000","=""37001021000""","27.62"
"37183050500, NC","37183050500","=""37183050500""","18.16"
"37081016505, NC","37081016505","=""37081016505""","26.05"
"37081016102, NC","37081016102","=""37081016102""","24.03"
"37119003017, NC","37119003017","=""37119003017""","20.94"
"37063001002, NC","37063001002","=""37063001002""","30.33"
"37119002702, NC","37119002702","=""37119002702""","22.79"
"37155961000, NC","37155961000","=""37155961000""","23.25"
"37119003105, NC","37119003105","=""37119003105""","17.49"
"37183053712, NC","37183053712","=""37183053712""","24.86"
"37119006208, NC","37119006208","=""37119006208""","23.06"
"37147000400, NC","37147000400","=""37147000400""","3.52"
"37119005306, NC","37119005306","=""37119005306""","28.18"
"37067002002, NC","37067002002","=""37067002002""","30.87"
"37183052601, NC","37183052601","=""37183052601""","23.30"
"37181960700, NC","37181960700","=""37181960700""","36.10"
"37119005513, NC","37119005513","=""37119005513""","22.51"
"37119001912, NC","37119001912","=""37119001912""","30.31"
"37081016408, NC","37081016408","=""37081016408""","17.02"
"37147000100, NC","37147000100","=""37147000100""","10.33"
"37135011400, NC","37135011400","=""37135011400""","6.06"
"37183052404, NC","37183052404","=""37183052404""","17.46"
"37089931100, NC","37089931100","=""37089931100""","12.73"
"37183053604, NC","37183053604","=""37183053604""","27.80"
"37183053716, NC","37183053716","=""37183053716""","13.67"
"37147000201, NC","37147000201","=""37147000201""","6.75"
"37129011300, NC","37129011300","=""37129011300""","8.59"
"37119005609, NC","37119005609","=""37119005609""","6.57"
"37119004800, NC","37119004800","=""37119004800""","22.49"
"37119005605, NC","37119005605","=""37119005605""","12.62"
"37081012607, NC","37081012607","=""37081012607""","24.16"
"37183053424, NC","37183053424","=""37183053424""","24.67"
"37081010300, NC","37081010300","=""37081010300""","29.44"
"37049960800, NC","37049960800","=""37049960800""","28.53"
"37081010404, NC","37081010404","=""37081010404""","23.75"
"37129010700, NC","37129010700","=""37129010700""","15.92"
"37081011602, NC","37081011602","=""37081011602""","28.00"
"37183053004, NC","37183053004","=""37183053004""","19.94"
"37119004302, NC","37119004302","=""37119004302""","29.64"
"37081012611, NC","37081012611","=""37081012611""","26.97"
"37183053722, NC","37183053722","=""37183053722""","14.26"
"37119005828, NC","37119005828","=""37119005828""","22.68"
"37081012509, NC","37081012509","=""37081012509""","19.26"
"37183052603, NC","37183052603","=""37183052603""","20.69"
"37159050300, NC","37159050300","=""37159050300""","25.33"
"37119001911, NC","37119001911","=""37119001911""","26.02"
"37067000900, NC","37067000900","=""37067000900""","12.01"
"37071032702, NC","37071032702","=""37071032702""","17.98"
"37147000301, NC","37147000301","=""37147000301""","20.64"
"37081011102, NC","37081011102","=""37081011102""","21.37"
"37081013602, NC","37081013602","=""37081013602""","24.81"
"37183054017, NC","37183054017","=""37183054017""","20.99"
"37081016010, NC","37081016010","=""37081016010""","12.36"
"37063000200, NC","37063000200","=""37063000200""","20.22"
"37025040900, NC","37025040900","=""37025040900""","17.67"
"37081011000, NC","37081011000","=""37081011000""","8.67"
"37133001800, NC","37133001800","=""37133001800""","17.38"
"37119003016, NC","37119003016","=""37119003016""","29.81"
"37119005615, NC","37119005615","=""37119005615""","24.68"
"37183052704, NC","37183052704","=""37183052704""","30.35"
"37087920900, NC","37087920900","=""37087920900""","19.40"
"37183053718, NC","37183053718","=""37183053718""","30.27"
"37063002016, NC","37063002016","=""37063002016""","24.31"
"37119005832, NC","37119005832","=""37119005832""","30.65"
"37119003006, NC","37119003006","=""37119003006""","23.27"
"37183054011, NC","37183054011","=""37183054011""","24.77"
"37119003400, NC","37119003400","=""37119003400""","22.04"
"37119005517, NC","37119005517","=""37119005517""","28.01"
"37081013900, NC","37081013900","=""37081013900""","31.42"
"37081016103, NC","37081016103","=""37081016103""","13.67"
"37183052506, NC","37183052506","=""37183052506""","16.59"
"37051003403, NC","37051003403","=""37051003403""","30.97"
"37183051400, NC","37183051400","=""37183051400""","17.20"
"37119005831, NC","37119005831","=""37119005831""","15.51"
"37119005843, NC","37119005843","=""37119005843""","27.04"
"37133002202, NC","37133002202","=""37133002202""","25.41"
"37025041902, NC","37025041902","=""37025041902""","34.62"
"37067003905, NC","37067003905","=""37067003905""","13.60"
"37183053507, NC","37183053507","=""37183053507""","18.45"
"37119001915, NC","37119001915","=""37119001915""","30.54"
"37067001000, NC","37067001000","=""37067001000""","26.88"
"37119005829, NC","37119005829","=""37119005829""","11.89"
"37119003600, NC","37119003600","=""37119003600""","27.10"
"37183053518, NC","37183053518","=""37183053518""","17.79"
"37119005710, NC","37119005710","=""37119005710""","22.67"
"37067002001, NC","37067002001","=""37067002001""","29.02"
"37001020602, NC","37001020602","=""37001020602""","16.28"
"37057061300, NC","37057061300","=""37057061300""","25.69"
"37081011101, NC","37081011101","=""37081011101""","29.95"
"37051003310, NC","37051003310","=""37051003310""","27.74"
"37067002501, NC","37067002501","=""37067002501""","21.32"
"37081010500, NC","37081010500","=""37081010500""","14.15"
"37119002800, NC","37119002800","=""37119002800""","30.64"
"37071032900, NC","37071032900","=""37071032900""","28.44"
"37183053408, NC","37183053408","=""37183053408""","32.90"
"37129011400, NC","37129011400","=""37129011400""","20.79"
"37063001501, NC","37063001501","=""37063001501""","0.68"
"37129010501, NC","37129010501","=""37129010501""","13.50"
"37119004200, NC","37119004200","=""37119004200""","24.83"
"37195000100, NC","37195000100","=""37195000100""","25.47"
"37081012610, NC","37081012610","=""37081012610""","19.78"
"37183052507, NC","37183052507","=""37183052507""","25.20"
"37051003405, NC","37051003405","=""37051003405""","32.15"
"37183051502, NC","37183051502","=""37183051502""","20.92"
"37081012707, NC","37081012707","=""37081012707""","34.72"
"37081011200, NC","37081011200","=""37081011200""","27.80"
"37119001920, NC","37119001920","=""37119001920""","33.89"
"37127010601, NC","37127010601","=""37127010601""","25.52"
"37147000702, NC","37147000702","=""37147000702""","40.67"
"37159052000, NC","37159052000","=""37159052000""","17.70"
"37155961200, NC","37155961200","=""37155961200""","22.45"
"37119005839, NC","37119005839","=""37119005839""","19.84"
"37183053516, NC","37183053516","=""37183053516""","22.94"
"37119001802, NC","37119001802","=""37119001802""","14.88"
"37021000400, NC","37021000400","=""37021000400""","7.85"
"37081011400, NC","37081011400","=""37081011400""","38.39"
"37183054004, NC","37183054004","=""37183054004""","25.05"
"37071033203, NC","37071033203","=""37071033203""","23.83"
"37063002022, NC","37063002022","=""37063002022""","19.66"
"37119005836, NC","37119005836","=""37119005836""","26.05"
"37183053525, NC","37183053525","=""37183053525""","22.35"
"37081014408, NC","37081014408","=""37081014408""","32.71"
"37183053723, NC","37183053723","=""37183053723""","15.82"
"37119001910, NC","37119001910","=""37119001910""","28.18"
"37071032505, NC","37071032505","=""37071032505""","20.66"
"37119001300, NC","37119001300","=""37119001300""","13.15"
"37151031602, NC","37151031602","=""37151031602""","22.94"
"37119005840, NC","37119005840","=""37119005840""","28.47"
"37147000701, NC","37147000701","=""37147000701""","32.32"
"37139960300, NC","37139960300","=""37139960300""","37.09"
"37071032703, NC","37071032703","=""37071032703""","25.39"
"37119001921, NC","37119001921","=""37119001921""","26.20"
"37051000800, NC","37051000800","=""37051000800""","20.15"
"37183053513, NC","37183053513","=""37183053513""","20.42"
"37089931200, NC","37089931200","=""37089931200""","26.43"
"37081012706, NC","37081012706","=""37081012706""","28.01"
"37119003700, NC","37119003700","=""37119003700""","20.41"
"37081010800, NC","37081010800","=""37081010800""","6.02"
"37135011700, NC","37135011700","=""37135011700""","8.95"
"37081012704, NC","37081012704","=""37081012704""","24.90"
"37063001502, NC","37063001502","=""37063001502""","17.32"
"37119001603, NC","37119001603","=""37119001603""","19.90"
"37183053524, NC","37183053524","=""37183053524""","19.14"
"37129010400, NC","37129010400","=""37129010400""","22.42"
"37133001700, NC","37133001700","=""37133001700""","19.58"
"37135010703, NC","37135010703","=""37135010703""","15.14"
"37081010601, NC","37081010601","=""37081010601""","18.85"
"37081011601, NC","37081011601","=""37081011601""","22.80"
"37119005716, NC","37119005716","=""37119005716""","24.30"
"37119005610, NC","37119005610","=""37119005610""","17.36"
"37031970503, NC","37031970503","=""37031970503""","18.48"
"37081012504, NC","37081012504","=""37081012504""","25.45"
"37067001902, NC","37067001902","=""37067001902""","17.51"
"37183053726, NC","37183053726","=""37183053726""","23.03"
"37063002023, NC","37063002023","=""37063002023""","14.95"
